h,h_p,lambda,gamma,run_index,active_set,majority
0.5,0.8,0.0,0.7,1,1232.685,1140.205
0.5,0.8,0.0,0.7,2,1245.382,1144.079
0.5,0.8,0.0,0.7,3,1253.048,1145.995
0.5,0.8,0.0,0.7,4,1219.33,1121.899
0.5,0.8,0.0,0.7,5,1288.349,1175.831
0.5,0.8,0.0,0.7,6,1291.692,1198.469
0.5,0.8,0.0,0.7,7,1278.396,1175.35
0.5,0.8,0.0,0.7,8,1217.035,1120.525
0.5,0.8,0.0,0.7,9,1239.498,1153.98
0.5,0.8,0.0,0.8,0,1220.716,1124.348
0.5,0.8,0.0,0.8,1,1234.074,1142.011
0.5,0.8,0.0,0.8,2,1246.677,1147.644
0.5,0.8,0.0,0.8,3,1255.604,1145.924
0.5,0.8,0.0,0.8,4,1218.807,1121.234
0.5,0.8,0.0,0.8,5,1286.366,1174.072
0.5,0.8,0.0,0.8,6,1293.693,1195.967
0.5,0.8,0.0,0.8,7,1278.266,1171.851
0.5,0.8,0.0,0.8,8,1218.406,1124.78
0.5,0.8,0.0,0.8,9,1240.022,1154.076
0.5,0.8,0.0,0.9,0,1217.512,1120.257
0.5,0.8,0.0,0.9,1,1231.711,1140.004
0.5,0.8,0.0,0.9,2,1246.878,1149.111
0.5,0.8,0.0,0.9,3,1252.377,1142.353
0.5,0.8,0.0,0.9,4,1217.345,1121.819
0.5,0.8,0.0,0.9,5,1288.021,1176.475
0.5,0.8,0.0,0.9,6,1291.52,1196.733
0.5,0.8,0.0,0.9,7,1280.979,1177.425
0.5,0.8,0.0,0.9,8,1217.565,1126.337
0.5,0.8,0.0,0.9,9,1241.946,1155.881
0.5,0.8,0.2,0.1,0,1166.213,975.046
0.5,0.8,0.2,0.1,1,1169.959,986.573
0.5,0.8,0.2,0.1,2,1182.148,984.818
0.5,0.8,0.2,0.1,3,1195.126,991.419
0.5,0.8,0.2,0.1,4,1164.914,972.139
0.5,0.8,0.2,0.1,5,1226.46,1023.83
0.5,0.8,0.2,0.1,6,1236.599,1056.846
0.5,0.8,0.2,0.1,7,1217.778,1023.398
0.5,0.8,0.2,0.1,8,1158.666,976.986
0.5,0.8,0.2,0.1,9,1170.02,982.135
0.5,0.8,0.2,0.2,0,1186.91,1013.856
0.5,0.8,0.2,0.2,1,1194.715,1033.07
0.5,0.8,0.2,0.2,2,1205.287,1029.436
0.5,0.8,0.2,0.2,3,1221.589,1036.082
0.5,0.8,0.2,0.2,4,1183.331,1008.531
0.5,0.8,0.2,0.2,5,1252.432,1069.076
0.5,0.8,0.2,0.2,6,1260.71,1102.764
0.5,0.8,0.2,0.2,7,1244.759,1075.779
0.5,0.8,0.2,0.2,8,1180.219,1017.689
0.5,0.8,0.2,0.2,9,1199.608,1039.407
0.5,0.8,0.2,0.3,0,1194.935,1035.09
0.5,0.8,0.2,0.3,1,1210.456,1065.01
0.5,0.8,0.2,0.3,2,1217.692,1056.588
0.5,0.8,0.2,0.3,3,1228.579,1060.735
0.5,0.8,0.2,0.3,4,1192.22,1028.049
0.5,0.8,0.2,0.3,5,1263.297,1098.975
0.5,0.8,0.2,0.3,6,1266.392,1118.679
0.5,0.8,0.2,0.3,7,1256.785,1100.89
0.5,0.8,0.2,0.3,8,1193.842,1047.937
0.5,0.8,0.2,0.3,9,1209.566,1063.242
0.5,0.8,0.2,0.4,0,1202.405,1053.909
0.5,0.8,0.2,0.4,1,1217.963,1084.07
0.5,0.8,0.2,0.4,2,1230.811,1086.777
0.5,0.8,0.2,0.4,3,1234.49,1079.864
0.5,0.8,0.2,0.4,4,1200.64,1049.822
0.5,0.8,0.2,0.4,5,1272.257,1118.774
0.5,0.8,0.2,0.4,6,1278.594,1144.11
0.5,0.8,0.2,0.4,7,1265.439,1120.346
0.5,0.8,0.2,0.4,8,1204.823,1073.409
0.5,0.8,0.2,0.4,9,1220.391,1088.646
0.5,0.8,0.2,0.5,0,1209.603,1075.467
0.5,0.8,0.2,0.5,1,1223.192,1096.927
0.5,0.8,0.2,0.5,2,1237.649,1105.118
0.5,0.8,0.2,0.5,3,1242.719,1096.635
0.5,0.8,0.2,0.5,4,1209.845,1072.476
0.5,0.8,0.2,0.5,5,1279.975,1137.234
0.5,0.8,0.2,0.5,6,1279.922,1153.527
0.5,0.8,0.2,0.5,7,1268.527,1134.016
0.5,0.8,0.2,0.5,8,1203.705,1077.045
0.5,0.8,0.2,0.5,9,1226.579,1104.645
0.5,0.8,0.2,0.6,0,1215.578,1087.145
0.5,0.8,0.2,0.6,1,1226.686,1107.601
0.5,0.8,0.2,0.6,2,1238.339,1111.221
0.5,0.8,0.2,0.6,3,1245.159,1111.838
0.5,0.8,0.2,0.6,4,1215.871,1089.022
0.5,0.8,0.2,0.6,5,1283.134,1148.3
0.5,0.8,0.2,0.6,6,1285.946,1168.153
0.5,0.8,0.2,0.6,7,1274.84,1146.662
0.5,0.8,0.2,0.6,8,1213.285,1097.414
0.5,0.8,0.2,0.6,9,1232.388,1120.372
0.5,0.8,0.2,0.7,0,1216.563,1097.253
0.5,0.8,0.2,0.7,1,1226.346,1117.67
0.5,0.8,0.2,0.7,2,1241.21,1121.026
0.5,0.8,0.2,0.7,3,1249.969,1123.388
0.5,0.8,0.2,0.7,4,1215.875,1093.887
0.5,0.8,0.2,0.7,5,1285.476,1163.703
0.5,0.8,0.2,0.7,6,1288.958,1177.049
0.5,0.8,0.2,0.7,7,1276.145,1159.509
0.5,0.8,0.2,0.7,8,1212.792,1096.465
0.5,0.8,0.2,0.7,9,1235.749,1128.701
0.5,0.8,0.2,0.8,0,1217.312,1104.764
0.5,0.8,0.2,0.8,1,1231.247,1127.434
0.5,0.8,0.2,0.8,2,1242.983,1134.04
0.5,0.8,0.2,0.8,3,1251.336,1131.203
0.5,0.8,0.2,0.8,4,1218.769,1105.186
0.5,0.8,0.2,0.8,5,1284.059,1167.593
0.5,0.8,0.2,0.8,6,1290.593,1181.123
0.5,0.8,0.2,0.8,7,1279.849,1165.942
0.5,0.8,0.2,0.8,8,1217.004,1107.985
0.5,0.8,0.2,0.8,9,1238.741,1142.557
0.5,0.8,0.2,0.9,0,1218.551,1119.225
0.5,0.8,0.2,0.9,1,1230.973,1134.505
0.5,0.8,0.2,0.9,2,1244.018,1142.675
0.5,0.8,0.2,0.9,3,1252.471,1142.681
0.5,0.8,0.2,0.9,4,1218.183,1119.249
0.5,0.8,0.2,0.9,5,1287.474,1174.73
0.5,0.8,0.2,0.9,6,1293.741,1188.434
0.5,0.8,0.2,0.9,7,1278.955,1171.67
0.5,0.8,0.2,0.9,8,1216.9,1120.429
0.5,0.8,0.2,0.9,9,1241.357,1154.316
0.5,0.8,0.5,0.1,0,1051.824,787.331
0.5,0.8,0.5,0.1,1,1050.276,794.449
0.5,0.8,0.5,0.1,2,1058.734,786.331
0.5,0.8,0.5,0.1,3,1097.016,828.289
0.5,0.8,0.5,0.1,4,1050.206,787.953
0.5,0.8,0.5,0.1,5,1109.95,833.715
0.5,0.8,0.5,0.1,6,1092.141,827.658
0.5,0.8,0.5,0.1,7,1099.424,834.344
0.5,0.8,0.5,0.1,8,1024.52,761.602
0.5,0.8,0.5,0.1,9,1050.84,793.586
0.5,0.8,0.5,0.2,0,1108.107,875.501
0.5,0.8,0.5,0.2,1,1116.097,893.813
0.5,0.8,0.5,0.2,2,1130.529,894.11
0.5,0.8,0.5,0.2,3,1146.28,905.995
0.5,0.8,0.5,0.2,4,1111.875,880.902
0.5,0.8,0.5,0.2,5,1177.384,934.499
0.5,0.8,0.5,0.2,6,1165.971,939.647
0.5,0.8,0.5,0.2,7,1166.953,938.1
0.5,0.8,0.5,0.2,8,1093.113,865.094
0.5,0.8,0.5,0.2,9,1117.206,894.644
0.5,0.8,0.5,0.3,0,1144.527,935.446
0.5,0.8,0.5,0.3,1,1148.617,948.917
0.5,0.8,0.5,0.3,2,1167.658,957.237
0.5,0.8,0.5,0.3,3,1182.084,964.822
0.5,0.8,0.5,0.3,4,1149.115,944.396
0.5,0.8,0.5,0.3,5,1206.898,988.964
0.5,0.8,0.5,0.3,6,1212.975,1015.122
0.5,0.8,0.5,0.3,7,1198.697,991.115
0.5,0.8,0.5,0.3,8,1136.09,937.905
0.5,0.8,0.5,0.3,9,1149.772,948.6
0.5,0.8,0.5,0.4,0,1169.712,981.098
0.5,0.8,0.5,0.4,1,1177.821,997.633
0.5,0.8,0.5,0.4,2,1193.288,1002.937
0.5,0.8,0.5,0.4,3,1202.576,1002.098
0.5,0.8,0.5,0.4,4,1170.516,981.409
0.5,0.8,0.5,0.4,5,1233.85,1036.203
0.5,0.8,0.5,0.4,6,1236.899,1060.238
0.5,0.8,0.5,0.4,7,1227.058,1040.878
0.5,0.8,0.5,0.4,8,1162.853,985.634
0.5,0.8,0.5,0.4,9,1175.732,994.607
0.5,0.8,0.5,0.5,0,1187.585,1013.803
0.5,0.8,0.5,0.5,1,1192.687,1032.455
0.5,0.8,0.5,0.5,2,1207.96,1034.457
0.5,0.8,0.5,0.5,3,1221.836,1040.682
0.5,0.8,0.5,0.5,4,1184.881,1009.827
0.5,0.8,0.5,0.5,5,1253.84,1074.637
0.5,0.8,0.5,0.5,6,1256.583,1096.98
0.5,0.8,0.5,0.5,7,1247.348,1077.151
0.5,0.8,0.5,0.5,8,1182.055,1022.375
0.5,0.8,0.5,0.5,9,1194.103,1031.109
0.5,0.8,0.5,0.6,0,1197.87,1041.917
0.5,0.8,0.5,0.6,1,1210.227,1064.845
0.5,0.8,0.5,0.6,2,1222.299,1066.918
0.5,0.8,0.5,0.6,3,1232.182,1065.919
0.5,0.8,0.5,0.6,4,1194.852,1035.383
0.5,0.8,0.5,0.6,5,1269.88,1109.687
0.5,0.8,0.5,0.6,6,1268.271,1119.693
0.5,0.8,0.5,0.6,7,1259.114,1106.465
0.5,0.8,0.5,0.6,8,1195.039,1054.732
0.5,0.8,0.5,0.6,9,1215.873,1072.343
0.5,0.8,0.5,0.7,0,1205.899,1068.935
0.5,0.8,0.5,0.7,1,1220.931,1093.476
0.5,0.8,0.5,0.7,2,1232.241,1094.595
0.5,0.8,0.5,0.7,3,1237.084,1088.184
0.5,0.8,0.5,0.7,4,1210.275,1071.342
0.5,0.8,0.5,0.7,5,1277.908,1133.728
0.5,0.8,0.5,0.7,6,1279.395,1148.391
0.5,0.8,0.5,0.7,7,1269.672,1132.031
0.5,0.8,0.5,0.7,8,1208.961,1082.98
0.5,0.8,0.5,0.7,9,1223.445,1098.535
0.5,0.8,0.5,0.8,0,1215.152,1092.743
0.5,0.8,0.5,0.8,1,1229.758,1116.808
0.5,0.8,0.5,0.8,2,1240.852,1120.902
0.5,0.8,0.5,0.8,3,1253.088,1126.786
0.5,0.8,0.5,0.8,4,1212.675,1087.415
0.5,0.8,0.5,0.8,5,1286.281,1161.688
0.5,0.8,0.5,0.8,6,1287.425,1170.58
0.5,0.8,0.5,0.8,7,1273.259,1151.732
0.5,0.8,0.5,0.8,8,1215.049,1100.194
0.5,0.8,0.5,0.8,9,1235.267,1125.808
0.5,0.8,0.5,0.9,0,1221.794,1119.634
0.5,0.8,0.5,0.9,1,1231.998,1133.548
0.5,0.8,0.5,0.9,2,1246.136,1143.294
0.5,0.8,0.5,0.9,3,1250.923,1141.217
0.5,0.8,0.5,0.9,4,1219.86,1119.454
0.5,0.8,0.5,0.9,5,1287.347,1174.469
0.5,0.8,0.5,0.9,6,1289.397,1182.443
0.5,0.8,0.5,0.9,7,1279.031,1169.623
0.5,0.8,0.5,0.9,8,1217.509,1120.163
0.5,0.8,0.5,0.9,9,1240.385,1147.71
0.5,0.8,0.8,0.1,0,979.83,687.769
0.5,0.8,0.8,0.1,1,983.869,705.445
0.5,0.8,0.8,0.1,2,1003.701,709.391
0.5,0.8,0.8,0.1,3,1017.969,717.568
0.5,0.8,0.8,0.1,4,977.366,684.064
0.5,0.8,0.8,0.1,5,1039.222,735.932
0.5,0.8,0.8,0.1,6,1011.146,714.888
0.5,0.8,0.8,0.1,7,1032.976,742.885
0.5,0.8,0.8,0.1,8,958.831,670.824
0.5,0.8,0.8,0.1,9,979.557,695.376
0.5,0.8,0.8,0.2,0,1060.23,801.93
0.5,0.8,0.8,0.2,1,1062.795,813.543
0.5,0.8,0.8,0.2,2,1069.655,803.381
0.5,0.8,0.8,0.2,3,1099.726,831.409
0.5,0.8,0.8,0.2,4,1062.078,803.877
0.5,0.8,0.8,0.2,5,1122.983,852.787
0.5,0.8,0.8,0.2,6,1105.441,847.308
0.5,0.8,0.8,0.2,7,1103.769,842.694
0.5,0.8,0.8,0.2,8,1038.234,781.875
0.5,0.8,0.8,0.2,9,1053.947,799.618
0.5,0.8,0.8,0.3,0,1109.774,875.419
0.5,0.8,0.8,0.3,1,1104.678,876.765
0.5,0.8,0.8,0.3,2,1117.908,875.485
0.5,0.8,0.8,0.3,3,1151.709,910.555
0.5,0.8,0.8,0.3,4,1106.49,873.015
0.5,0.8,0.8,0.3,5,1166.192,921.723
0.5,0.8,0.8,0.3,6,1156.124,923.167
0.5,0.8,0.8,0.3,7,1156.995,921.681
0.5,0.8,0.8,0.3,8,1090.773,861.016
0.5,0.8,0.8,0.3,9,1115.544,890.249
0.5,0.8,0.8,0.4,0,1143.706,933.252
0.5,0.8,0.8,0.4,1,1143.93,940.765
0.5,0.8,0.8,0.4,2,1161.643,946.471
0.5,0.8,0.8,0.4,3,1176.036,955.289
0.5,0.8,0.8,0.4,4,1143.627,933.539
0.5,0.8,0.8,0.4,5,1201.56,978.119
0.5,0.8,0.8,0.4,6,1202.013,998.756
0.5,0.8,0.8,0.4,7,1200.897,992.212
0.5,0.8,0.8,0.4,8,1131.504,930.447
0.5,0.8,0.8,0.4,9,1145.762,940.708
0.5,0.8,0.8,0.5,0,1170.627,982.526
0.5,0.8,0.8,0.5,1,1176.68,998.151
0.5,0.8,0.8,0.5,2,1189.615,996.88
0.5,0.8,0.8,0.5,3,1200.854,999.394
0.5,0.8,0.8,0.5,4,1170.173,980.59
0.5,0.8,0.8,0.5,5,1231.884,1033.751
0.5,0.8,0.8,0.5,6,1234.642,1054.713
0.5,0.8,0.8,0.5,7,1222.095,1031.408
0.5,0.8,0.8,0.5,8,1159.939,980.584
0.5,0.8,0.8,0.5,9,1173.985,991.551
0.5,0.8,0.8,0.6,0,1185.775,1013.589
0.5,0.8,0.8,0.6,1,1196.789,1037.912
0.5,0.8,0.8,0.6,2,1211.093,1041.478
0.5,0.8,0.8,0.6,3,1219.857,1041.948
0.5,0.8,0.8,0.6,4,1187.633,1016.527
0.5,0.8,0.8,0.6,5,1247.023,1066.807
0.5,0.8,0.8,0.6,6,1255.02,1094.786
0.5,0.8,0.8,0.6,7,1245.876,1077.601
0.5,0.8,0.8,0.6,8,1183.075,1023.463
0.5,0.8,0.8,0.6,9,1198.56,1039.737
0.5,0.8,0.8,0.7,0,1200.216,1047.853
0.5,0.8,0.8,0.7,1,1211.838,1072.514
0.5,0.8,0.8,0.7,2,1226.611,1076.424
0.5,0.8,0.8,0.7,3,1236.226,1078.089
0.5,0.8,0.8,0.7,4,1199.33,1047.079
0.5,0.8,0.8,0.7,5,1272.769,1117.751
0.5,0.8,0.8,0.7,6,1273.537,1131.022
0.5,0.8,0.8,0.7,7,1260.919,1112.361
0.5,0.8,0.8,0.7,8,1201.474,1064.299
0.5,0.8,0.8,0.7,9,1221.116,1085.586
0.5,0.8,0.8,0.8,0,1212.804,1083.737
0.5,0.8,0.8,0.8,1,1224.618,1105.093
0.5,0.8,0.8,0.8,2,1237.608,1110.775
0.5,0.8,0.8,0.8,3,1250.977,1118.026
0.5,0.8,0.8,0.8,4,1212.373,1082.6
0.5,0.8,0.8,0.8,5,1281.61,1149.517
0.5,0.8,0.8,0.8,6,1287.451,1167.791
0.5,0.8,0.8,0.8,7,1275.075,1146.637
0.5,0.8,0.8,0.8,8,1212.884,1095.147
0.5,0.8,0.8,0.8,9,1232.888,1118.001
0.5,0.8,0.8,0.9,0,1219.449,1115.611
0.5,0.8,0.8,0.9,1,1230.052,1133.717
0.5,0.8,0.8,0.9,2,1243.927,1139.925
0.5,0.8,0.8,0.9,3,1256.924,1144.102
0.5,0.8,0.8,0.9,4,1219.397,1116.664
0.5,0.8,0.8,0.9,5,1289.623,1175.981
0.5,0.8,0.8,0.9,6,1292.511,1187.857
0.5,0.8,0.8,0.9,7,1276.865,1166.045
0.5,0.8,0.8,0.9,8,1216.389,1114.886
0.5,0.8,0.8,0.9,9,1241.24,1148.532
0.5,0.8,1.0,0.1,0,948.961,647.075
0.5,0.8,1.0,0.1,1,952.965,665.416
0.5,0.8,1.0,0.1,2,972.575,669.717
0.5,0.8,1.0,0.1,3,991.341,684.204
0.5,0.8,1.0,0.1,4,954.091,653.253
0.5,0.8,1.0,0.1,5,1001.168,685.038
0.5,0.8,1.0,0.1,6,986.325,682.454
0.5,0.8,1.0,0.1,7,1000.124,700.273
0.5,0.8,1.0,0.1,8,928.924,632.465
0.5,0.8,1.0,0.1,9,952.48,661.762
0.5,0.8,1.0,0.2,0,1034.022,762.709
0.5,0.8,1.0,0.2,1,1037.219,778.406
0.5,0.8,1.0,0.2,2,1055.242,781.005
0.5,0.8,1.0,0.2,3,1076.544,797.743
0.5,0.8,1.0,0.2,4,1033.36,763.324
0.5,0.8,1.0,0.2,5,1095.595,813.176
0.5,0.8,1.0,0.2,6,1071.195,798.837
0.5,0.8,1.0,0.2,7,1079.877,806.615
0.5,0.8,1.0,0.2,8,1009.902,742.9
0.5,0.8,1.0,0.2,9,1029.662,765.471
0.5,0.8,1.0,0.3,0,1091.694,848.945
0.5,0.8,1.0,0.3,1,1093.565,860.446
0.5,0.8,1.0,0.3,2,1099.61,846.756
0.5,0.8,1.0,0.3,3,1126.612,872.818
0.5,0.8,1.0,0.3,4,1089.67,846.558
0.5,0.8,1.0,0.3,5,1147.034,889.705
0.5,0.8,1.0,0.3,6,1136.895,894.043
0.5,0.8,1.0,0.3,7,1131.631,883.31
0.5,0.8,1.0,0.3,8,1072.838,834.293
0.5,0.8,1.0,0.3,9,1095.654,861.76
0.5,0.8,1.0,0.4,0,1129.968,911.363
0.5,0.8,1.0,0.4,1,1128.998,914.947
0.5,0.8,1.0,0.4,2,1143.585,917.601
0.5,0.8,1.0,0.4,3,1165.812,933.83
0.5,0.8,1.0,0.4,4,1131.057,911.843
0.5,0.8,1.0,0.4,5,1187.751,954.244
0.5,0.8,1.0,0.4,6,1187.019,974.12
0.5,0.8,1.0,0.4,7,1182.809,962.442
0.5,0.8,1.0,0.4,8,1117.721,906.403
0.5,0.8,1.0,0.4,9,1134.011,920.907
0.5,0.8,1.0,0.5,0,1158.828,961.16
0.5,0.8,1.0,0.5,1,1161.095,971.689
0.5,0.8,1.0,0.5,2,1175.069,974.37
0.5,0.8,1.0,0.5,3,1195.944,988.279
0.5,0.8,1.0,0.5,4,1160.209,962.861
0.5,0.8,1.0,0.5,5,1221.886,1012.897
0.5,0.8,1.0,0.5,6,1220.622,1028.983
0.5,0.8,1.0,0.5,7,1213.1,1015.199
0.5,0.8,1.0,0.5,8,1148.882,958.215
0.5,0.8,1.0,0.5,9,1162.965,970.636
0.5,0.8,1.0,0.6,0,1180.382,1000.84
0.5,0.8,1.0,0.6,1,1189.256,1024.359
0.5,0.8,1.0,0.6,2,1199.864,1019.56
0.5,0.8,1.0,0.6,3,1212.865,1026.592
0.5,0.8,1.0,0.6,4,1181.099,1002.584
0.5,0.8,1.0,0.6,5,1246.348,1060.542
0.5,0.8,1.0,0.6,6,1246.743,1078.363
0.5,0.8,1.0,0.6,7,1239.01,1064.201
0.5,0.8,1.0,0.6,8,1177.498,1011.587
0.5,0.8,1.0,0.6,9,1193.882,1027.086
0.5,0.8,1.0,0.7,0,1198.219,1042.231
0.5,0.8,1.0,0.7,1,1209.939,1064.826
0.5,0.8,1.0,0.7,2,1226.486,1072.556
0.5,0.8,1.0,0.7,3,1232.778,1071.391
0.5,0.8,1.0,0.7,4,1196.5,1040.683
0.5,0.8,1.0,0.7,5,1266.078,1106.094
0.5,0.8,1.0,0.7,6,1268.399,1121.539
0.5,0.8,1.0,0.7,7,1259.101,1104.672
0.5,0.8,1.0,0.7,8,1196.476,1055.011
0.5,0.8,1.0,0.7,9,1212.678,1068.263
0.5,0.8,1.0,0.8,0,1210.436,1079.973
0.5,0.8,1.0,0.8,1,1224.879,1103.965
0.5,0.8,1.0,0.8,2,1237.205,1107.305
0.5,0.8,1.0,0.8,3,1245.824,1109.478
0.5,0.8,1.0,0.8,4,1211.751,1080.994
0.5,0.8,1.0,0.8,5,1279.666,1141.975
0.5,0.8,1.0,0.8,6,1287.309,1163.864
0.5,0.8,1.0,0.8,7,1273.148,1141.796
0.5,0.8,1.0,0.8,8,1210.164,1089.395
0.5,0.8,1.0,0.8,9,1230.112,1111.042
0.5,0.8,1.0,0.9,0,1217.781,1114.669
0.5,0.8,1.0,0.9,1,1231.052,1133.672
0.5,0.8,1.0,0.9,2,1243.81,1142.769
0.5,0.8,1.0,0.9,3,1251.304,1139.11
0.5,0.8,1.0,0.9,4,1217.493,1114.601
0.5,0.8,1.0,0.9,5,1288.668,1173.949
0.5,0.8,1.0,0.9,6,1290.343,1183.741
0.5,0.8,1.0,0.9,7,1278.918,1169.928
0.5,0.8,1.0,0.9,8,1217.076,1117.562
0.5,0.8,1.0,0.9,9,1237.313,1146.12
0.8,0.5,0.0,0.1,0,1231.578,1044.129
0.8,0.5,0.0,0.1,1,1202.61,997.818
0.8,0.5,0.0,0.1,2,1194.687,975.869
0.8,0.5,0.0,0.1,3,1192.385,987.272
0.8,0.5,0.0,0.1,4,1232.339,1044.607
0.8,0.5,0.0,0.1,5,1224.547,1025.338
0.8,0.5,0.0,0.1,6,1230.453,1040.227
0.8,0.5,0.0,0.1,7,1232.628,1016.874
0.8,0.5,0.0,0.1,8,1221.181,1036.972
0.8,0.5,0.0,0.1,9,1204.066,1005.755
0.8,0.5,0.0,0.2,0,1230.753,1041.176
0.8,0.5,0.0,0.2,1,1206.34,1000.189
0.8,0.5,0.0,0.2,2,1195.116,978.197
0.8,0.5,0.0,0.2,3,1195.041,990.332
0.8,0.5,0.0,0.2,4,1232.325,1041.364
0.8,0.5,0.0,0.2,5,1221.582,1021.068
0.8,0.5,0.0,0.2,6,1230.277,1043.656
0.8,0.5,0.0,0.2,7,1232.632,1017.777
0.8,0.5,0.0,0.2,8,1218.482,1036.113
0.8,0.5,0.0,0.2,9,1202.029,1001.495
0.8,0.5,0.0,0.3,0,1233.38,1044.933
0.8,0.5,0.0,0.3,1,1204.688,998.433
0.8,0.5,0.0,0.3,2,1193.884,978.053
0.8,0.5,0.0,0.3,3,1193.418,989.901
0.8,0.5,0.0,0.3,4,1231.558,1044.709
0.8,0.5,0.0,0.3,5,1224.005,1022.31
0.8,0.5,0.0,0.3,6,1230.895,1040.055
0.8,0.5,0.0,0.3,7,1232.683,1018.034
0.8,0.5,0.0,0.3,8,1224.681,1040.863
0.8,0.5,0.0,0.3,9,1203.297,1003.048
0.8,0.5,0.0,0.4,0,1235.986,1046.544
0.8,0.5,0.0,0.4,1,1204.639,999.829
0.8,0.5,0.0,0.4,2,1194.434,974.677
0.8,0.5,0.0,0.4,3,1192.328,988.21
0.8,0.5,0.0,0.4,4,1234.954,1046.422
0.8,0.5,0.0,0.4,5,1225.267,1025.432
0.8,0.5,0.0,0.4,6,1230.948,1041.55
0.8,0.5,0.0,0.4,7,1230.502,1014.715
0.8,0.5,0.0,0.4,8,1220.025,1035.633
0.8,0.5,0.0,0.4,9,1203.851,1001.288
0.8,0.5,0.0,0.5,0,1236.189,1047.308
0.8,0.5,0.0,0.5,1,1204.746,997.892
0.8,0.5,0.0,0.5,2,1195.741,978.681
0.8,0.5,0.0,0.5,3,1191.237,989.864
0.8,0.5,0.0,0.5,4,1234.742,1043.94
0.8,0.5,0.0,0.5,5,1223.592,1023.825
0.8,0.5,0.0,0.5,6,1230.013,1040.47
0.8,0.5,0.0,0.5,7,1229.695,1016.98
0.8,0.5,0.0,0.5,8,1223.546,1037.729
0.8,0.5,0.0,0.5,9,1202.036,1004.213
0.8,0.5,0.0,0.6,0,1234.04,1044.979
0.8,0.5,0.0,0.6,1,1205.605,999.318
0.8,0.5,0.0,0.6,2,1193.618,973.466
0.8,0.5,0.0,0.6,3,1189.647,987.242
0.8,0.5,0.0,0.6,4,1234.486,1045.378
0.8,0.5,0.0,0.6,5,1227.475,1024.92
0.8,0.5,0.0,0.6,6,1231.707,1043.588
0.8,0.5,0.0,0.6,7,1232.41,1014.44
0.8,0.5,0.0,0.6,8,1218.32,1033.983
0.8,0.5,0.0,0.6,9,1202.95,1005.521
0.8,0.5,0.0,0.7,0,1233.21,1046.433
0.8,0.5,0.0,0.7,1,1203.105,999.13
0.8,0.5,0.0,0.7,2,1193.821,977.013
0.8,0.5,0.0,0.7,3,1193.363,988.197
0.8,0.5,0.0,0.7,4,1234.245,1046.262
0.8,0.5,0.0,0.7,5,1223.873,1025.77
0.8,0.5,0.0,0.7,6,1230.757,1040.207
0.8,0.5,0.0,0.7,7,1232.158,1019.787
0.8,0.5,0.0,0.7,8,1221.398,1034.614
0.8,0.5,0.0,0.7,9,1202.775,1003.386
0.8,0.5,0.0,0.8,0,1232.763,1044.271
0.8,0.5,0.0,0.8,1,1202.15,999.032
0.8,0.5,0.0,0.8,2,1193.225,977.427
0.8,0.5,0.0,0.8,3,1192.448,989.79
0.8,0.5,0.0,0.8,4,1229.774,1044.088
0.8,0.5,0.0,0.8,5,1225.942,1024.828
0.8,0.5,0.0,0.8,6,1226.571,1036.504
0.8,0.5,0.0,0.8,7,1229.538,1014.365
0.8,0.5,0.0,0.8,8,1218.239,1034.908
0.8,0.5,0.0,0.8,9,1205.097,1006.63
0.8,0.5,0.0,0.9,0,1231.943,1043.92
0.8,0.5,0.0,0.9,1,1205.094,997.972
0.8,0.5,0.0,0.9,2,1192.514,975.361
0.8,0.5,0.0,0.9,3,1195.038,996.245
0.8,0.5,0.0,0.9,4,1234.588,1045.768
0.8,0.5,0.0,0.9,5,1223.78,1022.824
0.8,0.5,0.0,0.9,6,1231.256,1038.955
0.8,0.5,0.0,0.9,7,1229.109,1012.975
0.8,0.5,0.0,0.9,8,1222.918,1037.995
0.8,0.5,0.0,0.9,9,1203.017,1002.239
0.8,0.5,0.2,0.1,0,1198.074,944.819
0.8,0.5,0.2,0.1,1,1173.488,908.911
0.8,0.5,0.2,0.1,2,1167.568,889.188
0.8,0.5,0.2,0.1,3,1163.119,899.899
0.8,0.5,0.2,0.1,4,1197.818,945.128
0.8,0.5,0.2,0.1,5,1196.429,934.306
0.8,0.5,0.2,0.1,6,1194.785,937.874
0.8,0.5,0.2,0.1,7,1202.734,928.228
0.8,0.5,0.2,0.1,8,1190.879,939.873
0.8,0.5,0.2,0.1,9,1173.19,910.797
0.8,0.5,0.2,0.2,0,1213.098,975.329
0.8,0.5,0.2,0.2,1,1187.161,938.432
0.8,0.5,0.2,0.2,2,1178.739,911.953
0.8,0.5,0.2,0.2,3,1175.646,928.505
0.8,0.5,0.2,0.2,4,1218.543,984.751
0.8,0.5,0.2,0.2,5,1206.285,958.327
0.8,0.5,0.2,0.2,6,1211.22,977.107
0.8,0.5,0.2,0.2,7,1210.492,949.321
0.8,0.5,0.2,0.2,8,1208.862,977.352
0.8,0.5,0.2,0.2,9,1188.942,942.973
0.8,0.5,0.2,0.3,0,1224.264,1000.101
0.8,0.5,0.2,0.3,1,1195.844,958.143
0.8,0.5,0.2,0.3,2,1183.936,928.843
0.8,0.5,0.2,0.3,3,1179.827,939.749
0.8,0.5,0.2,0.3,4,1221.054,994.667
0.8,0.5,0.2,0.3,5,1214.44,981.322
0.8,0.5,0.2,0.3,6,1218.638,992.851
