b_p,n,p_M,h,h_p,run_index,active_set,majority
0.01,20000,0.8,0.8,0.9,11,239.8943,232.4847
0.01,20000,0.8,0.8,0.9,12,240.2996,233.9896
0.01,20000,0.8,0.8,0.9,13,238.6414,232.4636
0.01,20000,0.8,0.8,0.9,14,238.3241,227.3418
0.01,20000,0.8,0.8,0.9,15,239.5218,234.5218
0.01,20000,0.8,0.8,0.9,16,238.0062,231.7191
0.01,20000,0.8,0.8,0.9,17,239.4734,235.4565
0.01,20000,0.8,0.8,0.9,18,238.9828,229.3966
0.01,20000,0.8,0.8,0.9,19,240.7048,236.7038
0.01,20000,0.8,0.8,1.0,0,240.3073,239.1745
0.01,20000,0.8,0.8,1.0,1,239.4248,234.8489
0.01,20000,0.8,0.8,1.0,2,238.1447,231.2319
0.01,20000,0.8,0.8,1.0,3,238.6867,234.0635
0.01,20000,0.8,0.8,1.0,4,240.828,235.0604
0.01,20000,0.8,0.8,1.0,5,239.768,236.3455
0.01,20000,0.8,0.8,1.0,6,240.7792,232.5906
0.01,20000,0.8,0.8,1.0,7,239.8251,234.1708
0.01,20000,0.8,0.8,1.0,8,241.2522,238.9842
0.01,20000,0.8,0.8,1.0,9,239.7304,236.3452
0.01,20000,0.8,0.8,1.0,10,239.7793,236.3532
0.01,20000,0.8,0.8,1.0,11,240.7394,234.9439
0.01,20000,0.8,0.8,1.0,12,241.1518,235.3757
0.01,20000,0.8,0.8,1.0,13,239.2417,234.6683
0.01,20000,0.8,0.8,1.0,14,238.9608,230.6934
0.01,20000,0.8,0.8,1.0,15,240.3442,236.9911
0.01,20000,0.8,0.8,1.0,16,238.8095,235.2188
0.01,20000,0.8,0.8,1.0,17,240.101,237.7706
0.01,20000,0.8,0.8,1.0,18,239.5732,233.787
0.01,20000,0.8,0.8,1.0,19,241.6701,238.1939
0.01,20000,0.8,0.9,0.5,0,236.2343,201.0612
0.01,20000,0.8,0.9,0.5,1,235.1594,199.1961
0.01,20000,0.8,0.9,0.5,2,235.1642,209.2363
0.01,20000,0.8,0.9,0.5,3,236.0052,206.5188
0.01,20000,0.8,0.9,0.5,4,236.3936,209.3016
0.01,20000,0.8,0.9,0.5,5,235.3842,214.6635
0.01,20000,0.8,0.9,0.5,6,236.827,214.1332
0.01,20000,0.8,0.9,0.5,7,237.4696,205.3012
0.01,20000,0.8,0.9,0.5,8,235.242,204.4589
0.01,20000,0.8,0.9,0.5,9,234.7207,211.6128
0.01,20000,0.8,0.9,0.5,10,235.6268,202.3206
0.01,20000,0.8,0.9,0.5,11,236.5858,205.8413
0.01,20000,0.8,0.9,0.5,12,236.2416,208.3112
0.01,20000,0.8,0.9,0.5,13,237.5992,204.5327
0.01,20000,0.8,0.9,0.5,14,236.2986,210.9814
0.01,20000,0.8,0.9,0.5,15,235.9791,208.3712
0.01,20000,0.8,0.9,0.5,16,236.5505,212.7731
0.01,20000,0.8,0.9,0.5,17,236.185,203.9888
0.01,20000,0.8,0.9,0.5,18,236.6714,204.9406
0.01,20000,0.8,0.9,0.5,19,236.1289,202.9029
0.01,20000,0.8,0.9,0.6,0,237.0587,213.0101
0.01,20000,0.8,0.9,0.6,1,236.1824,216.3294
0.01,20000,0.8,0.9,0.6,2,236.0673,217.2826
0.01,20000,0.8,0.9,0.6,3,237.2474,221.0102
0.01,20000,0.8,0.9,0.6,4,237.4026,217.2854
0.01,20000,0.8,0.9,0.6,5,236.5546,221.0295
0.01,20000,0.8,0.9,0.6,6,238.0104,220.4413
0.01,20000,0.8,0.9,0.6,7,238.3787,216.4168
0.01,20000,0.8,0.9,0.6,8,236.0279,216.4611
0.01,20000,0.8,0.9,0.6,9,235.8515,223.9172
0.01,20000,0.8,0.9,0.6,10,236.4366,216.7437
0.01,20000,0.8,0.9,0.6,11,237.6038,216.9679
0.01,20000,0.8,0.9,0.6,12,237.2692,220.6825
0.01,20000,0.8,0.9,0.6,13,238.6948,217.9075
0.01,20000,0.8,0.9,0.6,14,237.1625,221.9921
0.01,20000,0.8,0.9,0.6,15,237.1386,218.7736
0.01,20000,0.8,0.9,0.6,16,237.6222,219.9082
0.01,20000,0.8,0.9,0.6,17,237.2497,211.0413
0.01,20000,0.8,0.9,0.6,18,237.7016,215.0724
0.01,20000,0.8,0.9,0.6,19,237.0638,214.1085
0.01,20000,0.8,0.9,0.7,0,238.04,224.1656
0.01,20000,0.8,0.9,0.7,1,237.0566,221.0647
0.01,20000,0.8,0.9,0.7,2,236.8646,226.1167
0.01,20000,0.8,0.9,0.7,3,238.3223,225.8392
0.01,20000,0.8,0.9,0.7,4,238.2571,224.1951
0.01,20000,0.8,0.9,0.7,5,237.558,224.9742
0.01,20000,0.8,0.9,0.7,6,239.0302,226.4204
0.01,20000,0.8,0.9,0.7,7,239.2556,226.3811
0.01,20000,0.8,0.9,0.7,8,237.0487,223.393
0.01,20000,0.8,0.9,0.7,9,236.9353,227.8975
0.01,20000,0.8,0.9,0.7,10,237.2852,223.6661
0.01,20000,0.8,0.9,0.7,11,238.6003,225.9922
0.01,20000,0.8,0.9,0.7,12,238.263,227.6934
0.01,20000,0.8,0.9,0.7,13,239.81,230.41
0.01,20000,0.8,0.9,0.7,14,238.1553,229.0891
0.01,20000,0.8,0.9,0.7,15,238.1629,226.8637
0.01,20000,0.8,0.9,0.7,16,238.7995,229.1732
0.01,20000,0.8,0.9,0.7,17,238.3134,221.2706
0.01,20000,0.8,0.9,0.7,18,238.6464,222.8983
0.01,20000,0.8,0.9,0.7,19,238.0095,223.2383
0.01,20000,0.8,0.9,0.8,0,238.9834,229.8749
0.01,20000,0.8,0.9,0.8,1,238.0123,227.9309
0.01,20000,0.8,0.9,0.8,2,237.8326,230.9694
0.01,20000,0.8,0.9,0.8,3,239.4424,231.8169
0.01,20000,0.8,0.9,0.8,4,239.1949,226.7492
0.01,20000,0.8,0.9,0.8,5,238.5094,230.8227
0.01,20000,0.8,0.9,0.8,6,239.812,229.922
0.01,20000,0.8,0.9,0.8,7,240.2183,231.1867
0.01,20000,0.8,0.9,0.8,8,237.7956,225.7119
0.01,20000,0.8,0.9,0.8,9,237.9868,235.9284
0.01,20000,0.8,0.9,0.8,10,238.1338,231.5393
0.01,20000,0.8,0.9,0.8,11,239.4409,230.6347
0.01,20000,0.8,0.9,0.8,12,239.3256,232.6742
0.01,20000,0.8,0.9,0.8,13,240.8654,233.1945
0.01,20000,0.8,0.9,0.8,14,239.0212,230.588
0.01,20000,0.8,0.9,0.8,15,239.1365,231.6762
0.01,20000,0.8,0.9,0.8,16,239.7665,231.8784
0.01,20000,0.8,0.9,0.8,17,239.2886,228.1845
0.01,20000,0.8,0.9,0.8,18,239.5214,229.6736
0.01,20000,0.8,0.9,0.8,19,238.9508,226.9494
0.01,20000,0.8,0.9,0.9,0,239.7607,232.1951
0.01,20000,0.8,0.9,0.9,1,238.6781,231.2023
0.01,20000,0.8,0.9,0.9,2,238.5082,233.2817
0.01,20000,0.8,0.9,0.9,3,240.2457,234.1614
0.01,20000,0.8,0.9,0.9,4,239.8955,230.0999
0.01,20000,0.8,0.9,0.9,5,239.2812,233.2138
0.01,20000,0.8,0.9,0.9,6,240.7183,234.5584
0.01,20000,0.8,0.9,0.9,7,241.0553,232.5634
0.01,20000,0.8,0.9,0.9,8,238.5323,227.9958
0.01,20000,0.8,0.9,0.9,9,238.9205,237.3674
0.01,20000,0.8,0.9,0.9,10,238.9728,234.0614
0.01,20000,0.8,0.9,0.9,11,240.3006,234.1452
0.01,20000,0.8,0.9,0.9,12,240.124,234.0328
0.01,20000,0.8,0.9,0.9,13,241.7851,235.7331
0.01,20000,0.8,0.9,0.9,14,239.7496,231.8803
0.01,20000,0.8,0.9,0.9,15,240.1013,235.2297
0.01,20000,0.8,0.9,0.9,16,240.5358,234.28
0.01,20000,0.8,0.9,0.9,17,240.1179,231.6387
0.01,20000,0.8,0.9,0.9,18,240.2028,230.8378
0.01,20000,0.8,0.9,0.9,19,239.8119,231.5344
0.01,20000,0.8,0.9,1.0,0,240.4637,234.3564
0.01,20000,0.8,0.9,1.0,1,239.5022,233.4809
0.01,20000,0.8,0.9,1.0,2,239.1937,235.5103
0.01,20000,0.8,0.9,1.0,3,240.9643,236.3802
0.01,20000,0.8,0.9,1.0,4,240.5381,233.3324
0.01,20000,0.8,0.9,1.0,5,240.0443,237.7346
0.01,20000,0.8,0.9,1.0,6,241.4544,235.7059
0.01,20000,0.8,0.9,1.0,7,241.853,235.9947
0.01,20000,0.8,0.9,1.0,8,239.252,231.2897
0.01,20000,0.8,0.9,1.0,9,239.6311,238.4985
0.01,20000,0.8,0.9,1.0,10,239.8174,237.5717
0.01,20000,0.8,0.9,1.0,11,240.9511,235.2261
0.01,20000,0.8,0.9,1.0,12,240.8713,235.2293
0.01,20000,0.8,0.9,1.0,13,242.6507,239.2951
0.01,20000,0.8,0.9,1.0,14,240.563,234.2102
0.01,20000,0.8,0.9,1.0,15,240.8952,237.5204
0.01,20000,0.8,0.9,1.0,16,241.304,236.6067
0.01,20000,0.8,0.9,1.0,17,240.8041,232.7767
0.01,20000,0.8,0.9,1.0,18,241.0156,235.3874
0.01,20000,0.8,0.9,1.0,19,240.4595,234.8523
0.01,20000,0.8,1.0,0.5,0,236.296,212.0409
0.01,20000,0.8,1.0,0.5,1,235.4712,201.9483
0.01,20000,0.8,1.0,0.5,2,237.0186,210.4363
0.01,20000,0.8,1.0,0.5,3,237.3559,205.9041
0.01,20000,0.8,1.0,0.5,4,235.8572,214.4283
0.01,20000,0.8,1.0,0.5,5,235.5472,205.6236
0.01,20000,0.8,1.0,0.5,6,236.1859,207.7593
0.01,20000,0.8,1.0,0.5,7,235.521,211.8351
0.01,20000,0.8,1.0,0.5,8,237.0573,211.6962
0.01,20000,0.8,1.0,0.5,9,237.0243,214.0613
0.01,20000,0.8,1.0,0.5,10,235.6691,206.3398
0.01,20000,0.8,1.0,0.5,11,236.4512,210.8521
0.01,20000,0.8,1.0,0.5,12,236.5312,212.7249
0.01,20000,0.8,1.0,0.5,13,237.5513,220.7784
0.01,20000,0.8,1.0,0.5,14,235.9979,201.6318
0.01,20000,0.8,1.0,0.5,15,234.6899,208.7323
0.01,20000,0.8,1.0,0.5,16,236.3812,208.2619
0.01,20000,0.8,1.0,0.5,17,235.1082,204.7633
0.01,20000,0.8,1.0,0.5,18,234.9272,213.0248
0.01,20000,0.8,1.0,0.5,19,236.8925,208.3349
0.01,20000,0.8,1.0,0.6,0,237.3166,216.9218
0.01,20000,0.8,1.0,0.6,1,236.3968,214.951
0.01,20000,0.8,1.0,0.6,2,238.1307,217.4639
0.01,20000,0.8,1.0,0.6,3,238.2925,221.9749
0.01,20000,0.8,1.0,0.6,4,237.1376,227.8574
0.01,20000,0.8,1.0,0.6,5,236.712,216.6898
0.01,20000,0.8,1.0,0.6,6,237.1203,218.794
0.01,20000,0.8,1.0,0.6,7,236.5411,222.7681
0.01,20000,0.8,1.0,0.6,8,238.2433,220.8595
0.01,20000,0.8,1.0,0.6,9,238.1068,221.0553
0.01,20000,0.8,1.0,0.6,10,236.6492,215.2152
0.01,20000,0.8,1.0,0.6,11,237.4615,221.064
0.01,20000,0.8,1.0,0.6,12,237.7533,223.9314
0.01,20000,0.8,1.0,0.6,13,239.015,228.2731
0.01,20000,0.8,1.0,0.6,14,237.0493,215.7886
0.01,20000,0.8,1.0,0.6,15,235.8496,217.8646
0.01,20000,0.8,1.0,0.6,16,237.5393,218.487
0.01,20000,0.8,1.0,0.6,17,236.3756,215.0331
0.01,20000,0.8,1.0,0.6,18,236.0869,221.2624
0.01,20000,0.8,1.0,0.6,19,237.9899,219.4933
0.01,20000,0.8,1.0,0.7,0,238.3071,220.4984
0.01,20000,0.8,1.0,0.7,1,237.2017,224.8285
0.01,20000,0.8,1.0,0.7,2,239.0781,223.1182
0.01,20000,0.8,1.0,0.7,3,239.3105,226.7966
0.01,20000,0.8,1.0,0.7,4,238.3587,234.8752
0.01,20000,0.8,1.0,0.7,5,237.8796,223.6054
0.01,20000,0.8,1.0,0.7,6,238.0803,222.4286
0.01,20000,0.8,1.0,0.7,7,237.5914,228.6705
0.01,20000,0.8,1.0,0.7,8,239.3086,228.8778
0.01,20000,0.8,1.0,0.7,9,239.3091,228.0773
0.01,20000,0.8,1.0,0.7,10,237.5525,220.8197
0.01,20000,0.8,1.0,0.7,11,238.5225,224.9595
0.01,20000,0.8,1.0,0.7,12,238.9452,228.895
0.01,20000,0.8,1.0,0.7,13,240.1018,232.1802
0.01,20000,0.8,1.0,0.7,14,238.1049,226.8372
0.01,20000,0.8,1.0,0.7,15,236.9382,225.6951
0.01,20000,0.8,1.0,0.7,16,238.7559,227.7079
0.01,20000,0.8,1.0,0.7,17,237.3526,224.9741
0.01,20000,0.8,1.0,0.7,18,237.1581,228.1641
0.01,20000,0.8,1.0,0.7,19,238.9641,221.0207
0.01,20000,0.8,1.0,0.8,0,239.0495,223.822
0.01,20000,0.8,1.0,0.8,1,237.9953,228.2395
0.01,20000,0.8,1.0,0.8,2,239.9596,225.466
0.01,20000,0.8,1.0,0.8,3,240.2704,230.4028
0.01,20000,0.8,1.0,0.8,4,239.2055,236.189
0.01,20000,0.8,1.0,0.8,5,238.7093,229.1087
0.01,20000,0.8,1.0,0.8,6,238.8352,225.8149
0.01,20000,0.8,1.0,0.8,7,238.4471,231.0811
0.01,20000,0.8,1.0,0.8,8,240.1813,231.2711
0.01,20000,0.8,1.0,0.8,9,240.3146,230.5583
0.01,20000,0.8,1.0,0.8,10,238.3825,226.3768
0.01,20000,0.8,1.0,0.8,11,239.3803,227.3754
0.01,20000,0.8,1.0,0.8,12,239.7848,232.2602
0.01,20000,0.8,1.0,0.8,13,241.1286,235.8495
0.01,20000,0.8,1.0,0.8,14,238.9216,229.1893
0.01,20000,0.8,1.0,0.8,15,237.9059,228.1858
0.01,20000,0.8,1.0,0.8,16,239.6779,230.12
0.01,20000,0.8,1.0,0.8,17,238.2901,228.5177
0.01,20000,0.8,1.0,0.8,18,237.9704,230.5196
0.01,20000,0.8,1.0,0.8,19,239.8383,229.8866
0.01,20000,0.8,1.0,0.9,0,239.7413,229.208
0.01,20000,0.8,1.0,0.9,1,238.8256,229.4418
0.01,20000,0.8,1.0,0.9,2,240.8337,228.8281
0.01,20000,0.8,1.0,0.9,3,240.8917,232.505
0.01,20000,0.8,1.0,0.9,4,240.2424,237.6336
0.01,20000,0.8,1.0,0.9,5,239.5745,231.3587
0.01,20000,0.8,1.0,0.9,6,239.499,228.9847
0.01,20000,0.8,1.0,0.9,7,239.102,235.4103
0.01,20000,0.8,1.0,0.9,8,240.974,232.4599
0.01,20000,0.8,1.0,0.9,9,240.9828,231.5765
0.01,20000,0.8,1.0,0.9,10,239.0503,229.5464
0.01,20000,0.8,1.0,0.9,11,240.1506,232.9361
0.01,20000,0.8,1.0,0.9,12,240.5609,234.4368
0.01,20000,0.8,1.0,0.9,13,242.0192,237.174
0.01,20000,0.8,1.0,0.9,14,239.936,232.7093
0.01,20000,0.8,1.0,0.9,15,238.6752,231.4945
0.01,20000,0.8,1.0,0.9,16,240.7693,234.8285
0.01,20000,0.8,1.0,0.9,17,238.9423,230.5988
0.01,20000,0.8,1.0,0.9,18,238.804,233.8901
0.01,20000,0.8,1.0,0.9,19,240.6021,232.1155
0.01,20000,0.8,1.0,1.0,0,240.4205,231.2616
0.01,20000,0.8,1.0,1.0,1,239.4,233.62
0.01,20000,0.8,1.0,1.0,2,241.4594,233.0172
0.01,20000,0.8,1.0,1.0,3,241.6925,234.6635
0.01,20000,0.8,1.0,1.0,4,240.9205,238.6365
0.01,20000,0.8,1.0,1.0,5,240.3172,234.5321
0.01,20000,0.8,1.0,1.0,6,240.0986,231.0114
0.01,20000,0.8,1.0,1.0,7,239.8422,236.4734
0.01,20000,0.8,1.0,1.0,8,241.8731,233.658
0.01,20000,0.8,1.0,1.0,9,241.67,232.5077
0.01,20000,0.8,1.0,1.0,10,239.7702,232.7808
0.01,20000,0.8,1.0,1.0,11,240.9203,236.2755
0.01,20000,0.8,1.0,1.0,12,241.3979,236.6526
0.01,20000,0.8,1.0,1.0,13,242.6081,239.2345
0.01,20000,0.8,1.0,1.0,14,240.4762,235.7337
0.01,20000,0.8,1.0,1.0,15,239.4724,232.5621
0.01,20000,0.8,1.0,1.0,16,241.5045,239.1889
0.01,20000,0.8,1.0,1.0,17,239.606,231.5522
0.01,20000,0.8,1.0,1.0,18,239.6449,235.0203
0.01,20000,0.8,1.0,1.0,19,241.488,233.2858
0.05,20000,0.8,0.5,0.5,0,379.8885,295.2026
0.05,20000,0.8,0.5,0.5,1,379.5093,301.9883
0.05,20000,0.8,0.5,0.5,2,381.0712,294.8057
0.05,20000,0.8,0.5,0.5,3,383.4588,299.889
0.05,20000,0.8,0.5,0.5,4,383.261,300.2004
0.05,20000,0.8,0.5,0.5,5,389.7281,304.8291
0.05,20000,0.8,0.5,0.5,6,383.9759,307.9787
0.05,20000,0.8,0.5,0.5,7,385.8801,305.0573
0.05,20000,0.8,0.5,0.5,8,377.0951,298.5669
0.05,20000,0.8,0.5,0.5,9,384.8152,310.4711
0.05,20000,0.8,0.5,0.5,10,383.2364,305.5228
0.05,20000,0.8,0.5,0.5,11,382.8762,294.3353
0.05,20000,0.8,0.5,0.5,12,379.9024,297.7921
0.05,20000,0.8,0.5,0.5,13,382.8508,304.478
0.05,20000,0.8,0.5,0.5,14,382.3399,297.211
0.05,20000,0.8,0.5,0.5,15,388.7914,304.6115
0.05,20000,0.8,0.5,0.5,16,384.8106,304.3203
0.05,20000,0.8,0.5,0.5,17,391.5311,314.9258
0.05,20000,0.8,0.5,0.5,18,387.3804,310.6578
0.05,20000,0.8,0.5,0.5,19,381.9864,301.8501
0.05,20000,0.8,0.5,0.6,0,380.137,318.0365
0.05,20000,0.8,0.5,0.6,1,380.7267,322.2816
0.05,20000,0.8,0.5,0.6,2,381.5455,323.5664
0.05,20000,0.8,0.5,0.6,3,384.9072,321.7506
0.05,20000,0.8,0.5,0.6,4,383.2554,321.5134
0.05,20000,0.8,0.5,0.6,5,390.2688,327.9082
0.05,20000,0.8,0.5,0.6,6,386.5743,336.5195
0.05,20000,0.8,0.5,0.6,7,387.2967,334.6576
0.05,20000,0.8,0.5,0.6,8,377.8765,317.8929
0.05,20000,0.8,0.5,0.6,9,386.1214,331.8699
0.05,20000,0.8,0.5,0.6,10,383.6269,325.7378
0.05,20000,0.8,0.5,0.6,11,383.3978,318.9602
0.05,20000,0.8,0.5,0.6,12,381.1555,327.536
0.05,20000,0.8,0.5,0.6,13,382.091,326.7227
0.05,20000,0.8,0.5,0.6,14,380.8873,322.4796
0.05,20000,0.8,0.5,0.6,15,387.8241,329.2488
0.05,20000,0.8,0.5,0.6,16,385.1927,330.8128
0.05,20000,0.8,0.5,0.6,17,391.3786,335.4219
0.05,20000,0.8,0.5,0.6,18,387.9371,328.7121
0.05,20000,0.8,0.5,0.6,19,382.6358,325.2179
0.05,20000,0.8,0.5,0.7,0,382.3639,341.1869
0.05,20000,0.8,0.5,0.7,1,383.0292,343.8717
0.05,20000,0.8,0.5,0.7,2,384.4454,345.3572
0.05,20000,0.8,0.5,0.7,3,387.7135,342.5002
0.05,20000,0.8,0.5,0.7,4,385.4513,346.0151
0.05,20000,0.8,0.5,0.7,5,393.6847,353.4023
0.05,20000,0.8,0.5,0.7,6,390.9606,354.1665
0.05,20000,0.8,0.5,0.7,7,391.0713,352.8498
0.05,20000,0.8,0.5,0.7,8,381.0569,339.8943
0.05,20000,0.8,0.5,0.7,9,389.3421,355.3693
0.05,20000,0.8,0.5,0.7,10,386.2404,346.3162
0.05,20000,0.8,0.5,0.7,11,385.2454,338.9448
0.05,20000,0.8,0.5,0.7,12,385.1345,355.4496
0.05,20000,0.8,0.5,0.7,13,383.2329,346.5748
0.05,20000,0.8,0.5,0.7,14,382.7866,349.4983
0.05,20000,0.8,0.5,0.7,15,389.297,348.0718
0.05,20000,0.8,0.5,0.7,16,388.3924,349.4876
0.05,20000,0.8,0.5,0.7,17,393.4313,353.8684
0.05,20000,0.8,0.5,0.7,18,390.8488,355.3353
0.05,20000,0.8,0.5,0.7,19,385.7433,346.9031
0.05,20000,0.8,0.5,0.8,0,386.2726,358.5445
0.05,20000,0.8,0.5,0.8,1,387.5832,364.8069
0.05,20000,0.8,0.5,0.8,2,388.5622,363.364
0.05,20000,0.8,0.5,0.8,3,392.2559,361.1129
0.05,20000,0.8,0.5,0.8,4,389.2321,364.8267
0.05,20000,0.8,0.5,0.8,5,399.0442,372.0247
0.05,20000,0.8,0.5,0.8,6,395.8005,374.94
0.05,20000,0.8,0.5,0.8,7,395.6885,369.4198
0.05,20000,0.8,0.5,0.8,8,384.7083,358.9892
0.05,20000,0.8,0.5,0.8,9,393.8182,373.1198
0.05,20000,0.8,0.5,0.8,10,389.9173,363.9432
0.05,20000,0.8,0.5,0.8,11,389.4837,359.6424
0.05,20000,0.8,0.5,0.8,12,390.822,373.5219
0.05,20000,0.8,0.5,0.8,13,386.6606,360.9457
0.05,20000,0.8,0.5,0.8,14,385.81,362.7435
0.05,20000,0.8,0.5,0.8,15,392.1277,363.1168
0.05,20000,0.8,0.5,0.8,16,392.5647,365.8098
0.05,20000,0.8,0.5,0.8,17,396.5258,368.5183
0.05,20000,0.8,0.5,0.8,18,395.0918,372.7837
0.05,20000,0.8,0.5,0.8,19,389.7953,365.8247
0.05,20000,0.8,0.5,0.9,0,390.402,372.9519
0.05,20000,0.8,0.5,0.9,1,392.4716,380.0679
0.05,20000,0.8,0.5,0.9,2,393.2934,380.3081
0.05,20000,0.8,0.5,0.9,3,397.0576,382.914
0.05,20000,0.8,0.5,0.9,4,394.4391,381.424
0.05,20000,0.8,0.5,0.9,5,403.9896,386.4583
0.05,20000,0.8,0.5,0.9,6,401.792,390.4707
0.05,20000,0.8,0.5,0.9,7,400.6741,385.0336
0.05,20000,0.8,0.5,0.9,8,389.3189,374.8643
0.05,20000,0.8,0.5,0.9,9,398.8362,385.9803
0.05,20000,0.8,0.5,0.9,10,394.625,377.5848
0.05,20000,0.8,0.5,0.9,11,393.2392,370.1554
0.05,20000,0.8,0.5,0.9,12,396.0429,385.7875
0.05,20000,0.8,0.5,0.9,13,389.9903,370.737
0.05,20000,0.8,0.5,0.9,14,389.5067,375.6097
0.05,20000,0.8,0.5,0.9,15,396.4983,379.2457
0.05,20000,0.8,0.5,0.9,16,396.7171,382.0868
0.05,20000,0.8,0.5,0.9,17,400.2531,383.0907
0.05,20000,0.8,0.5,0.9,18,399.738,386.606
0.05,20000,0.8,0.5,0.9,19,394.9709,385.3529
0.05,20000,0.8,0.5,1.0,0,395.0835,388.29
0.05,20000,0.8,0.5,1.0,1,397.5559,394.0711
0.05,20000,0.8,0.5,1.0,2,398.1757,394.7791
0.05,20000,0.8,0.5,1.0,3,402.7225,399.5196
0.05,20000,0.8,0.5,1.0,4,399.1472,395.1781
0.05,20000,0.8,0.5,1.0,5,408.9879,399.0418
0.05,20000,0.8,0.5,1.0,6,407.8317,404.4424
0.05,20000,0.8,0.5,1.0,7,405.0611,400.3496
0.05,20000,0.8,0.5,1.0,8,393.9611,386.8697
0.05,20000,0.8,0.5,1.0,9,404.1355,398.8982
0.05,20000,0.8,0.5,1.0,10,399.5979,391.5398
0.05,20000,0.8,0.5,1.0,11,397.8259,384.0473
0.05,20000,0.8,0.5,1.0,12,401.1314,397.4338
0.05,20000,0.8,0.5,1.0,13,393.8561,383.9348
0.05,20000,0.8,0.5,1.0,14,393.9834,385.9485
0.05,20000,0.8,0.5,1.0,15,400.7397,392.5354
0.05,20000,0.8,0.5,1.0,16,401.4336,396.3536
0.05,20000,0.8,0.5,1.0,17,404.8539,397.0048
0.05,20000,0.8,0.5,1.0,18,405.2571,399.8384
0.05,20000,0.8,0.5,1.0,19,400.1932,396.8247
0.05,20000,0.8,0.6,0.5,0,391.3791,319.0836
0.05,20000,0.8,0.6,0.5,1,389.6194,312.0893
0.05,20000,0.8,0.6,0.5,2,395.0934,324.5448
0.05,20000,0.8,0.6,0.5,3,384.7583,311.7181
0.05,20000,0.8,0.6,0.5,4,382.6982,310.4057
0.05,20000,0.8,0.6,0.5,5,388.4301,326.2255
0.05,20000,0.8,0.6,0.5,6,384.498,311.6166
0.05,20000,0.8,0.6,0.5,7,384.3218,315.6764
0.05,20000,0.8,0.6,0.5,8,392.153,319.4706
0.05,20000,0.8,0.6,0.5,9,387.4604,319.8073
0.05,20000,0.8,0.6,0.5,10,386.6508,316.6357
0.05,20000,0.8,0.6,0.5,11,378.4582,315.6335
0.05,20000,0.8,0.6,0.5,12,389.7964,314.9536
0.05,20000,0.8,0.6,0.5,13,390.4072,319.7242
0.05,20000,0.8,0.6,0.5,14,386.9129,317.8364
0.05,20000,0.8,0.6,0.5,15,393.5571,327.1469
0.05,20000,0.8,0.6,0.5,16,374.1819,311.4795
0.05,20000,0.8,0.6,0.5,17,390.0328,320.607
0.05,20000,0.8,0.6,0.5,18,396.9831,336.7807
0.05,20000,0.8,0.6,0.5,19,389.3464,320.1532
0.05,20000,0.8,0.6,0.6,0,394.6086,341.9047
0.05,20000,0.8,0.6,0.6,1,392.1105,336.709
0.05,20000,0.8,0.6,0.6,2,397.1883,344.5354
0.05,20000,0.8,0.6,0.6,3,385.4239,337.4233
0.05,20000,0.8,0.6,0.6,4,385.0949,340.2004
0.05,20000,0.8,0.6,0.6,5,392.4987,350.5683
0.05,20000,0.8,0.6,0.6,6,387.0068,338.1159
0.05,20000,0.8,0.6,0.6,7,387.3227,341.215
0.05,20000,0.8,0.6,0.6,8,394.4512,347.7613
0.05,20000,0.8,0.6,0.6,9,390.508,340.3079
0.05,20000,0.8,0.6,0.6,10,390.2893,342.2859
0.05,20000,0.8,0.6,0.6,11,380.8476,339.9274
0.05,20000,0.8,0.6,0.6,12,391.5978,337.9343
0.05,20000,0.8,0.6,0.6,13,393.3397,344.1573
0.05,20000,0.8,0.6,0.6,14,389.4615,338.5764
0.05,20000,0.8,0.6,0.6,15,396.7636,353.1311
0.05,20000,0.8,0.6,0.6,16,377.9395,334.9247
0.05,20000,0.8,0.6,0.6,17,392.2863,342.5071
0.05,20000,0.8,0.6,0.6,18,401.5208,362.1505
0.05,20000,0.8,0.6,0.6,19,392.9979,346.6215
0.05,20000,0.8,0.6,0.7,0,398.0898,361.1967
0.05,20000,0.8,0.6,0.7,1,396.2191,361.1631
0.05,20000,0.8,0.6,0.7,2,401.0935,362.5123
0.05,20000,0.8,0.6,0.7,3,389.0281,356.3305
0.05,20000,0.8,0.6,0.7,4,389.4481,362.1139
0.05,20000,0.8,0.6,0.7,5,396.8585,367.9169
0.05,20000,0.8,0.6,0.7,6,390.8801,361.0571
0.05,20000,0.8,0.6,0.7,7,391.4504,362.3053
0.05,20000,0.8,0.6,0.7,8,398.8251,369.3226
0.05,20000,0.8,0.6,0.7,9,394.8453,364.6149
0.05,20000,0.8,0.6,0.7,10,394.5648,361.1273
0.05,20000,0.8,0.6,0.7,11,384.9079,354.6197
0.05,20000,0.8,0.6,0.7,12,394.9695,359.9344
0.05,20000,0.8,0.6,0.7,13,397.2401,363.4294
0.05,20000,0.8,0.6,0.7,14,393.1597,357.1993
0.05,20000,0.8,0.6,0.7,15,401.4456,373.8953
0.05,20000,0.8,0.6,0.7,16,382.1722,352.2753
0.05,20000,0.8,0.6,0.7,17,395.3828,359.2126
0.05,20000,0.8,0.6,0.7,18,407.6488,385.1944
0.05,20000,0.8,0.6,0.7,19,397.6684,365.2028
0.05,20000,0.8,0.6,0.8,0,403.1839,381.0911
0.05,20000,0.8,0.6,0.8,1,401.667,380.2302
0.05,20000,0.8,0.6,0.8,2,405.5578,379.7835
0.05,20000,0.8,0.6,0.8,3,392.4225,371.6009
