b_p,n,p_M,h,h_p,run_index,active_set,majority
0.05,20000,0.8,1.0,0.6,18,393.0437,365.0242
0.05,20000,0.8,1.0,0.6,19,403.444,369.1413
0.05,20000,0.8,1.0,0.7,0,403.5491,373.0487
0.05,20000,0.8,1.0,0.7,1,400.805,373.1812
0.05,20000,0.8,1.0,0.7,2,408.4342,377.9253
0.05,20000,0.8,1.0,0.7,3,409.4991,385.5145
0.05,20000,0.8,1.0,0.7,4,404.4011,392.2598
0.05,20000,0.8,1.0,0.7,5,402.5582,373.8488
0.05,20000,0.8,1.0,0.7,6,403.0515,372.6353
0.05,20000,0.8,1.0,0.7,7,400.8272,381.7362
0.05,20000,0.8,1.0,0.7,8,410.0856,386.7435
0.05,20000,0.8,1.0,0.7,9,409.8927,386.8812
0.05,20000,0.8,1.0,0.7,10,401.0824,370.5166
0.05,20000,0.8,1.0,0.7,11,406.5242,379.6572
0.05,20000,0.8,1.0,0.7,12,407.4496,389.1773
0.05,20000,0.8,1.0,0.7,13,413.5456,393.9201
0.05,20000,0.8,1.0,0.7,14,402.8599,376.0224
0.05,20000,0.8,1.0,0.7,15,398.7575,374.2387
0.05,20000,0.8,1.0,0.7,16,408.7616,385.2954
0.05,20000,0.8,1.0,0.7,17,399.0948,374.5277
0.05,20000,0.8,1.0,0.7,18,398.1705,377.1169
0.05,20000,0.8,1.0,0.7,19,409.2238,379.442
0.05,20000,0.8,1.0,0.8,0,408.1849,384.3442
0.05,20000,0.8,1.0,0.8,1,405.2677,384.3474
0.05,20000,0.8,1.0,0.8,2,413.0978,387.4868
0.05,20000,0.8,1.0,0.8,3,413.9639,394.1808
0.05,20000,0.8,1.0,0.8,4,409.8476,401.8006
0.05,20000,0.8,1.0,0.8,5,407.3105,387.397
0.05,20000,0.8,1.0,0.8,6,407.0269,383.3473
0.05,20000,0.8,1.0,0.8,7,405.3739,391.7719
0.05,20000,0.8,1.0,0.8,8,414.8188,397.0502
0.05,20000,0.8,1.0,0.8,9,415.027,397.1644
0.05,20000,0.8,1.0,0.8,10,405.5798,382.8839
0.05,20000,0.8,1.0,0.8,11,410.1279,390.7376
0.05,20000,0.8,1.0,0.8,12,413.0188,398.4083
0.05,20000,0.8,1.0,0.8,13,418.9795,406.2128
0.05,20000,0.8,1.0,0.8,14,407.245,386.7642
0.05,20000,0.8,1.0,0.8,15,403.7848,384.7195
0.05,20000,0.8,1.0,0.8,16,414.4341,397.6687
0.05,20000,0.8,1.0,0.8,17,403.7313,387.1624
0.05,20000,0.8,1.0,0.8,18,403.3715,387.6878
0.05,20000,0.8,1.0,0.8,19,413.8038,393.3159
0.05,20000,0.8,1.0,0.9,0,412.4875,395.2109
0.05,20000,0.8,1.0,0.9,1,409.4311,393.7381
0.05,20000,0.8,1.0,0.9,2,417.4861,396.7409
0.05,20000,0.8,1.0,0.9,3,417.7515,404.5148
0.05,20000,0.8,1.0,0.9,4,414.7612,409.1433
0.05,20000,0.8,1.0,0.9,5,411.9708,398.1415
0.05,20000,0.8,1.0,0.9,6,410.6367,390.4216
0.05,20000,0.8,1.0,0.9,7,409.8355,402.8922
0.05,20000,0.8,1.0,0.9,8,419.2951,403.8678
0.05,20000,0.8,1.0,0.9,9,419.6549,403.8842
0.05,20000,0.8,1.0,0.9,10,409.048,392.9935
0.05,20000,0.8,1.0,0.9,11,414.3519,400.2908
0.05,20000,0.8,1.0,0.9,12,417.4005,407.7433
0.05,20000,0.8,1.0,0.9,13,423.4657,414.6695
0.05,20000,0.8,1.0,0.9,14,411.1717,395.4727
0.05,20000,0.8,1.0,0.9,15,408.0629,393.9413
0.05,20000,0.8,1.0,0.9,16,418.975,408.8405
0.05,20000,0.8,1.0,0.9,17,407.7591,393.3577
0.05,20000,0.8,1.0,0.9,18,407.8106,397.183
0.05,20000,0.8,1.0,0.9,19,417.8424,402.5975
0.05,20000,0.8,1.0,1.0,0,415.5542,401.5266
0.05,20000,0.8,1.0,1.0,1,413.0448,399.3222
0.05,20000,0.8,1.0,1.0,2,420.9176,403.3692
0.05,20000,0.8,1.0,1.0,3,421.6308,410.2582
0.05,20000,0.8,1.0,1.0,4,417.7816,414.224
0.05,20000,0.8,1.0,1.0,5,415.7521,406.5803
0.05,20000,0.8,1.0,1.0,6,414.2022,400.539
0.05,20000,0.8,1.0,1.0,7,413.4057,408.4655
0.05,20000,0.8,1.0,1.0,8,423.2843,411.3346
0.05,20000,0.8,1.0,1.0,9,422.8817,411.9734
0.05,20000,0.8,1.0,1.0,10,412.5904,399.7623
0.05,20000,0.8,1.0,1.0,11,418.0612,409.214
0.05,20000,0.8,1.0,1.0,12,421.3661,413.457
0.05,20000,0.8,1.0,1.0,13,427.6208,420.9739
0.05,20000,0.8,1.0,1.0,14,414.9295,403.9076
0.05,20000,0.8,1.0,1.0,15,412.091,401.3545
0.05,20000,0.8,1.0,1.0,16,423.1149,416.373
0.05,20000,0.8,1.0,1.0,17,411.538,400.439
0.05,20000,0.8,1.0,1.0,18,412.106,404.7648
0.05,20000,0.8,1.0,1.0,19,421.8299,408.5144
0.1,20000,0.8,0.5,0.5,0,598.7625,469.659
0.1,20000,0.8,0.5,0.5,1,597.1036,482.5405
0.1,20000,0.8,0.5,0.5,2,602.9539,471.9258
0.1,20000,0.8,0.5,0.5,3,607.9361,477.6633
0.1,20000,0.8,0.5,0.5,4,603.81,477.7303
0.1,20000,0.8,0.5,0.5,5,618.9963,487.1988
0.1,20000,0.8,0.5,0.5,6,608.912,489.9045
0.1,20000,0.8,0.5,0.5,7,613.9881,489.0334
0.1,20000,0.8,0.5,0.5,8,592.7801,469.0906
0.1,20000,0.8,0.5,0.5,9,608.4168,489.3392
0.1,20000,0.8,0.5,0.5,10,606.9877,483.1072
0.1,20000,0.8,0.5,0.5,11,604.0783,468.2174
0.1,20000,0.8,0.5,0.5,12,598.6989,472.611
0.1,20000,0.8,0.5,0.5,13,603.2732,480.2248
0.1,20000,0.8,0.5,0.5,14,605.6271,476.4076
0.1,20000,0.8,0.5,0.5,15,616.1565,489.2527
0.1,20000,0.8,0.5,0.5,16,607.3899,481.6598
0.1,20000,0.8,0.5,0.5,17,621.984,498.2102
0.1,20000,0.8,0.5,0.5,18,614.6008,492.4541
0.1,20000,0.8,0.5,0.5,19,601.4786,480.5061
0.1,20000,0.8,0.5,0.6,0,599.4824,501.8024
0.1,20000,0.8,0.5,0.6,1,599.9508,509.0517
0.1,20000,0.8,0.5,0.6,2,604.5748,506.7231
0.1,20000,0.8,0.5,0.6,3,610.2364,511.5945
0.1,20000,0.8,0.5,0.6,4,604.2056,509.6418
0.1,20000,0.8,0.5,0.6,5,621.2321,518.7217
0.1,20000,0.8,0.5,0.6,6,615.121,525.7775
0.1,20000,0.8,0.5,0.6,7,617.5795,522.294
0.1,20000,0.8,0.5,0.6,8,593.5125,501.1418
0.1,20000,0.8,0.5,0.6,9,610.9615,522.2821
0.1,20000,0.8,0.5,0.6,10,609.0851,516.765
0.1,20000,0.8,0.5,0.6,11,605.1059,500.7798
0.1,20000,0.8,0.5,0.6,12,601.3654,509.0591
0.1,20000,0.8,0.5,0.6,13,601.8144,507.3287
0.1,20000,0.8,0.5,0.6,14,603.5092,507.3835
0.1,20000,0.8,0.5,0.6,15,615.8678,518.0514
0.1,20000,0.8,0.5,0.6,16,609.1831,518.5432
0.1,20000,0.8,0.5,0.6,17,620.3913,525.488
0.1,20000,0.8,0.5,0.6,18,616.2806,522.2144
0.1,20000,0.8,0.5,0.6,19,604.4628,512.979
0.1,20000,0.8,0.5,0.7,0,604.552,533.8134
0.1,20000,0.8,0.5,0.7,1,606.5295,541.2826
0.1,20000,0.8,0.5,0.7,2,611.0264,542.7643
0.1,20000,0.8,0.5,0.7,3,616.9552,540.3999
0.1,20000,0.8,0.5,0.7,4,608.946,541.1029
0.1,20000,0.8,0.5,0.7,5,629.0663,560.1763
0.1,20000,0.8,0.5,0.7,6,625.3656,561.5162
0.1,20000,0.8,0.5,0.7,7,625.4851,557.2657
0.1,20000,0.8,0.5,0.7,8,599.9509,534.3957
0.1,20000,0.8,0.5,0.7,9,619.3406,560.2548
0.1,20000,0.8,0.5,0.7,10,616.0744,549.0376
0.1,20000,0.8,0.5,0.7,11,610.7197,533.2506
0.1,20000,0.8,0.5,0.7,12,610.9118,549.3344
0.1,20000,0.8,0.5,0.7,13,604.5846,539.8692
0.1,20000,0.8,0.5,0.7,14,607.1934,547.7307
0.1,20000,0.8,0.5,0.7,15,619.8893,547.3518
0.1,20000,0.8,0.5,0.7,16,616.2793,549.4081
0.1,20000,0.8,0.5,0.7,17,625.6255,555.499
0.1,20000,0.8,0.5,0.7,18,622.8322,558.9034
0.1,20000,0.8,0.5,0.7,19,612.7079,550.0984
0.1,20000,0.8,0.5,0.8,0,614.5353,568.3553
0.1,20000,0.8,0.5,0.8,1,617.1204,575.2861
0.1,20000,0.8,0.5,0.8,2,620.9846,576.2094
0.1,20000,0.8,0.5,0.8,3,626.7033,573.4772
0.1,20000,0.8,0.5,0.8,4,619.7126,577.0403
0.1,20000,0.8,0.5,0.8,5,639.8201,589.3644
0.1,20000,0.8,0.5,0.8,6,637.6545,598.8884
0.1,20000,0.8,0.5,0.8,7,637.014,591.5671
0.1,20000,0.8,0.5,0.8,8,610.0683,566.2458
0.1,20000,0.8,0.5,0.8,9,629.268,592.5304
0.1,20000,0.8,0.5,0.8,10,625.2348,579.7329
0.1,20000,0.8,0.5,0.8,11,619.8674,566.8398
0.1,20000,0.8,0.5,0.8,12,622.9722,584.9217
0.1,20000,0.8,0.5,0.8,13,612.1072,565.7077
0.1,20000,0.8,0.5,0.8,14,615.9679,573.6236
0.1,20000,0.8,0.5,0.8,15,627.4924,576.2161
0.1,20000,0.8,0.5,0.8,16,625.5619,579.2529
0.1,20000,0.8,0.5,0.8,17,633.5278,584.4113
0.1,20000,0.8,0.5,0.8,18,633.9484,595.0338
0.1,20000,0.8,0.5,0.8,19,623.6521,582.2781
0.1,20000,0.8,0.5,0.9,0,624.4552,595.3165
0.1,20000,0.8,0.5,0.9,1,628.9163,605.4834
0.1,20000,0.8,0.5,0.9,2,632.2369,609.0118
0.1,20000,0.8,0.5,0.9,3,638.4531,610.1903
0.1,20000,0.8,0.5,0.9,4,631.5232,608.3449
0.1,20000,0.8,0.5,0.9,5,651.8865,620.9093
0.1,20000,0.8,0.5,0.9,6,651.9322,630.9914
0.1,20000,0.8,0.5,0.9,7,649.3443,619.8066
0.1,20000,0.8,0.5,0.9,8,622.1285,596.8992
0.1,20000,0.8,0.5,0.9,9,640.4838,617.6428
0.1,20000,0.8,0.5,0.9,10,636.2168,607.6283
0.1,20000,0.8,0.5,0.9,11,630.5259,592.7832
0.1,20000,0.8,0.5,0.9,12,635.4379,615.6723
0.1,20000,0.8,0.5,0.9,13,621.1362,592.6493
0.1,20000,0.8,0.5,0.9,14,625.0793,597.4473
0.1,20000,0.8,0.5,0.9,15,637.9678,610.0885
0.1,20000,0.8,0.5,0.9,16,635.6671,610.2303
0.1,20000,0.8,0.5,0.9,17,642.4276,610.6648
0.1,20000,0.8,0.5,0.9,18,646.3064,622.611
0.1,20000,0.8,0.5,0.9,19,635.3401,615.3099
0.1,20000,0.8,0.5,1.0,0,635.508,621.4614
0.1,20000,0.8,0.5,1.0,1,642.7578,637.66
0.1,20000,0.8,0.5,1.0,2,645.2495,638.1944
0.1,20000,0.8,0.5,1.0,3,652.2306,645.5253
0.1,20000,0.8,0.5,1.0,4,644.8883,636.5448
0.1,20000,0.8,0.5,1.0,5,664.9969,649.3345
0.1,20000,0.8,0.5,1.0,6,666.5382,661.6144
0.1,20000,0.8,0.5,1.0,7,662.0736,652.1332
0.1,20000,0.8,0.5,1.0,8,634.6225,623.9436
0.1,20000,0.8,0.5,1.0,9,653.3244,645.5486
0.1,20000,0.8,0.5,1.0,10,647.4162,633.8725
0.1,20000,0.8,0.5,1.0,11,642.6839,622.3333
0.1,20000,0.8,0.5,1.0,12,648.4933,640.5725
0.1,20000,0.8,0.5,1.0,13,630.9695,614.2006
0.1,20000,0.8,0.5,1.0,14,635.549,622.116
0.1,20000,0.8,0.5,1.0,15,649.2869,636.4497
0.1,20000,0.8,0.5,1.0,16,647.7211,638.2056
0.1,20000,0.8,0.5,1.0,17,655.2131,645.018
0.1,20000,0.8,0.5,1.0,18,658.6066,650.4587
0.1,20000,0.8,0.5,1.0,19,649.4939,642.4893
0.1,20000,0.8,0.6,0.5,0,621.7437,505.1235
0.1,20000,0.8,0.6,0.5,1,620.6593,498.133
0.1,20000,0.8,0.6,0.5,2,629.2396,514.4985
0.1,20000,0.8,0.6,0.5,3,608.5258,495.1203
0.1,20000,0.8,0.6,0.5,4,605.4532,488.4214
0.1,20000,0.8,0.6,0.5,5,613.6657,509.5393
0.1,20000,0.8,0.6,0.5,6,606.6377,490.0392
0.1,20000,0.8,0.6,0.5,7,607.2398,499.5204
0.1,20000,0.8,0.6,0.5,8,623.2818,509.2014
0.1,20000,0.8,0.6,0.5,9,612.9508,503.0882
0.1,20000,0.8,0.6,0.5,10,612.8819,503.7429
0.1,20000,0.8,0.6,0.5,11,594.067,490.4458
0.1,20000,0.8,0.6,0.5,12,619.7658,501.7293
0.1,20000,0.8,0.6,0.5,13,620.2481,508.9089
0.1,20000,0.8,0.6,0.5,14,612.6657,502.4692
0.1,20000,0.8,0.6,0.5,15,624.7234,513.6436
0.1,20000,0.8,0.6,0.5,16,582.6937,479.3605
0.1,20000,0.8,0.6,0.5,17,618.0296,501.4676
0.1,20000,0.8,0.6,0.5,18,628.4427,528.3577
0.1,20000,0.8,0.6,0.5,19,615.3959,503.5857
0.1,20000,0.8,0.6,0.6,0,627.1678,540.1623
0.1,20000,0.8,0.6,0.6,1,625.6874,530.5187
0.1,20000,0.8,0.6,0.6,2,633.8495,544.9614
0.1,20000,0.8,0.6,0.6,3,610.2879,529.5063
0.1,20000,0.8,0.6,0.6,4,610.9758,532.8803
0.1,20000,0.8,0.6,0.6,5,622.0788,548.3214
0.1,20000,0.8,0.6,0.6,6,611.1882,529.0667
0.1,20000,0.8,0.6,0.6,7,613.1201,535.4518
0.1,20000,0.8,0.6,0.6,8,627.6907,546.4425
0.1,20000,0.8,0.6,0.6,9,621.1917,540.7849
0.1,20000,0.8,0.6,0.6,10,618.8221,533.7943
0.1,20000,0.8,0.6,0.6,11,598.8322,525.9779
0.1,20000,0.8,0.6,0.6,12,623.2218,534.2659
0.1,20000,0.8,0.6,0.6,13,626.2019,545.5367
0.1,20000,0.8,0.6,0.6,14,618.5802,534.6126
0.1,20000,0.8,0.6,0.6,15,631.9803,556.5656
0.1,20000,0.8,0.6,0.6,16,589.6303,515.7714
0.1,20000,0.8,0.6,0.6,17,623.8721,540.198
0.1,20000,0.8,0.6,0.6,18,639.3127,569.112
0.1,20000,0.8,0.6,0.6,19,623.0939,540.7937
0.1,20000,0.8,0.6,0.7,0,636.0237,571.6275
0.1,20000,0.8,0.6,0.7,1,635.3033,569.1924
0.1,20000,0.8,0.6,0.7,2,641.8722,573.2554
0.1,20000,0.8,0.6,0.7,3,617.799,559.5765
0.1,20000,0.8,0.6,0.7,4,621.1053,567.9526
0.1,20000,0.8,0.6,0.7,5,632.2803,579.0881
0.1,20000,0.8,0.6,0.7,6,620.9079,567.3127
0.1,20000,0.8,0.6,0.7,7,622.8331,571.2007
0.1,20000,0.8,0.6,0.7,8,636.2816,580.5189
0.1,20000,0.8,0.6,0.7,9,632.2147,579.8847
0.1,20000,0.8,0.6,0.7,10,628.6532,570.9557
0.1,20000,0.8,0.6,0.7,11,607.114,554.2417
0.1,20000,0.8,0.6,0.7,12,630.7514,567.2882
0.1,20000,0.8,0.6,0.7,13,635.4934,574.5332
0.1,20000,0.8,0.6,0.7,14,626.8273,563.126
0.1,20000,0.8,0.6,0.7,15,642.0647,589.6614
0.1,20000,0.8,0.6,0.7,16,599.4107,546.5909
0.1,20000,0.8,0.6,0.7,17,631.1836,566.1056
0.1,20000,0.8,0.6,0.7,18,652.9986,605.4726
0.1,20000,0.8,0.6,0.7,19,632.8768,575.4617
0.1,20000,0.8,0.6,0.8,0,646.5615,606.4165
0.1,20000,0.8,0.6,0.8,1,647.0646,605.7358
0.1,20000,0.8,0.6,0.8,2,652.142,606.8939
0.1,20000,0.8,0.6,0.8,3,627.1147,587.9085
0.1,20000,0.8,0.6,0.8,4,633.0513,598.9558
0.1,20000,0.8,0.6,0.8,5,643.7219,606.5368
0.1,20000,0.8,0.6,0.8,6,632.751,596.2549
0.1,20000,0.8,0.6,0.8,7,635.0855,597.3061
0.1,20000,0.8,0.6,0.8,8,646.8728,611.4342
0.1,20000,0.8,0.6,0.8,9,644.3554,607.2807
0.1,20000,0.8,0.6,0.8,10,641.0421,606.7069
0.1,20000,0.8,0.6,0.8,11,616.8869,582.4691
0.1,20000,0.8,0.6,0.8,12,640.2487,596.1357
0.1,20000,0.8,0.6,0.8,13,647.7763,607.3123
0.1,20000,0.8,0.6,0.8,14,638.6766,602.3838
0.1,20000,0.8,0.6,0.8,15,654.6898,622.0055
0.1,20000,0.8,0.6,0.8,16,610.943,575.9028
0.1,20000,0.8,0.6,0.8,17,641.032,599.8928
0.1,20000,0.8,0.6,0.8,18,666.4291,637.329
0.1,20000,0.8,0.6,0.8,19,645.142,610.4198
0.1,20000,0.8,0.6,0.9,0,658.8028,634.4524
0.1,20000,0.8,0.6,0.9,1,658.7559,633.5039
0.1,20000,0.8,0.6,0.9,2,662.318,635.6252
0.1,20000,0.8,0.6,0.9,3,637.9353,615.1551
0.1,20000,0.8,0.6,0.9,4,645.8546,625.81
0.1,20000,0.8,0.6,0.9,5,655.5915,634.5775
0.1,20000,0.8,0.6,0.9,6,644.0811,624.2506
0.1,20000,0.8,0.6,0.9,7,646.3448,626.9988
0.1,20000,0.8,0.6,0.9,8,659.6203,638.8531
0.1,20000,0.8,0.6,0.9,9,656.7476,634.6656
0.1,20000,0.8,0.6,0.9,10,653.3029,636.4609
0.1,20000,0.8,0.6,0.9,11,628.0386,609.1355
0.1,20000,0.8,0.6,0.9,12,650.8635,624.1828
0.1,20000,0.8,0.6,0.9,13,659.7875,640.7642
0.1,20000,0.8,0.6,0.9,14,651.4559,630.844
0.1,20000,0.8,0.6,0.9,15,666.0415,648.6765
0.1,20000,0.8,0.6,0.9,16,622.4719,605.1019
0.1,20000,0.8,0.6,0.9,17,653.0356,627.3831
0.1,20000,0.8,0.6,0.9,18,679.5936,664.2413
0.1,20000,0.8,0.6,0.9,19,657.6965,637.7314
0.1,20000,0.8,0.6,1.0,0,669.8448,660.8713
0.1,20000,0.8,0.6,1.0,1,671.3842,663.1352
0.1,20000,0.8,0.6,1.0,2,674.0704,663.985
0.1,20000,0.8,0.6,1.0,3,648.8815,634.6185
0.1,20000,0.8,0.6,1.0,4,657.6401,647.5966
0.1,20000,0.8,0.6,1.0,5,667.183,657.964
0.1,20000,0.8,0.6,1.0,6,656.2517,648.9741
0.1,20000,0.8,0.6,1.0,7,657.2912,648.297
0.1,20000,0.8,0.6,1.0,8,670.6768,660.5523
0.1,20000,0.8,0.6,1.0,9,669.3361,661.1771
0.1,20000,0.8,0.6,1.0,10,666.1894,659.497
0.1,20000,0.8,0.6,1.0,11,638.8146,633.0709
0.1,20000,0.8,0.6,1.0,12,661.7326,648.1409
0.1,20000,0.8,0.6,1.0,13,672.6418,668.2
0.1,20000,0.8,0.6,1.0,14,663.5799,655.131
0.1,20000,0.8,0.6,1.0,15,677.0896,672.1858
0.1,20000,0.8,0.6,1.0,16,634.4434,629.1263
0.1,20000,0.8,0.6,1.0,17,664.926,656.1148
0.1,20000,0.8,0.6,1.0,18,692.1598,687.5216
0.1,20000,0.8,0.6,1.0,19,671.2353,667.6167
0.1,20000,0.8,0.7,0.5,0,604.0115,505.2071
0.1,20000,0.8,0.7,0.5,1,604.8687,514.7335
0.1,20000,0.8,0.7,0.5,2,617.9324,517.5216
0.1,20000,0.8,0.7,0.5,3,627.9381,527.5576
0.1,20000,0.8,0.7,0.5,4,607.6434,509.0562
0.1,20000,0.8,0.7,0.5,5,607.2849,504.9189
0.1,20000,0.8,0.7,0.5,6,628.1472,507.2214
0.1,20000,0.8,0.7,0.5,7,627.1839,528.9378
0.1,20000,0.8,0.7,0.5,8,608.5847,504.2501
0.1,20000,0.8,0.7,0.5,9,631.2802,531.1705
0.1,20000,0.8,0.7,0.5,10,610.3903,508.3053
0.1,20000,0.8,0.7,0.5,11,610.1294,511.078
0.1,20000,0.8,0.7,0.5,12,610.3528,513.2815
0.1,20000,0.8,0.7,0.5,13,612.3203,503.4319
0.1,20000,0.8,0.7,0.5,14,620.1065,521.6377
0.1,20000,0.8,0.7,0.5,15,592.1348,494.3689
0.1,20000,0.8,0.7,0.5,16,624.106,523.5288
0.1,20000,0.8,0.7,0.5,17,610.6029,506.2959
0.1,20000,0.8,0.7,0.5,18,622.9065,526.7333
0.1,20000,0.8,0.7,0.5,19,638.0936,538.482
0.1,20000,0.8,0.7,0.6,0,611.4187,539.8948
0.1,20000,0.8,0.7,0.6,1,614.9309,548.1686
0.1,20000,0.8,0.7,0.6,2,626.7945,551.3621
0.1,20000,0.8,0.7,0.6,3,637.5162,565.4704
0.1,20000,0.8,0.7,0.6,4,617.8182,547.2378
0.1,20000,0.8,0.7,0.6,5,615.0153,541.5012
0.1,20000,0.8,0.7,0.6,6,634.1122,545.8836
0.1,20000,0.8,0.7,0.6,7,638.9761,571.3247
0.1,20000,0.8,0.7,0.6,8,615.4858,538.8147
0.1,20000,0.8,0.7,0.6,9,640.8383,565.9824
0.1,20000,0.8,0.7,0.6,10,618.1729,542.4361
0.1,20000,0.8,0.7,0.6,11,616.2149,544.0118
0.1,20000,0.8,0.7,0.6,12,619.8694,546.4879
0.1,20000,0.8,0.7,0.6,13,619.9164,538.3532
0.1,20000,0.8,0.7,0.6,14,631.319,564.6801
0.1,20000,0.8,0.7,0.6,15,599.7641,529.9475
0.1,20000,0.8,0.7,0.6,16,633.3836,561.2518
0.1,20000,0.8,0.7,0.6,17,617.414,542.7849
0.1,20000,0.8,0.7,0.6,18,634.5742,564.1878
0.1,20000,0.8,0.7,0.6,19,646.199,569.5239
0.1,20000,0.8,0.7,0.7,0,621.3972,570.1642
0.1,20000,0.8,0.7,0.7,1,626.0802,576.8577
0.1,20000,0.8,0.7,0.7,2,637.3538,585.1604
0.1,20000,0.8,0.7,0.7,3,649.2358,595.7029
0.1,20000,0.8,0.7,0.7,4,630.6749,583.5383
0.1,20000,0.8,0.7,0.7,5,625.4785,574.0779
0.1,20000,0.8,0.7,0.7,6,643.0643,578.608
0.1,20000,0.8,0.7,0.7,7,651.6356,604.5889
0.1,20000,0.8,0.7,0.7,8,624.5041,569.2114
0.1,20000,0.8,0.7,0.7,9,652.5021,603.7256
0.1,20000,0.8,0.7,0.7,10,628.7992,579.6948
0.1,20000,0.8,0.7,0.7,11,625.629,579.2547
0.1,20000,0.8,0.7,0.7,12,630.6568,577.7586
0.1,20000,0.8,0.7,0.7,13,630.362,575.2962
0.1,20000,0.8,0.7,0.7,14,643.8956,596.6813
0.1,20000,0.8,0.7,0.7,15,609.3596,561.1812
0.1,20000,0.8,0.7,0.7,16,644.1666,595.1866
0.1,20000,0.8,0.7,0.7,17,626.6556,570.8906
0.1,20000,0.8,0.7,0.7,18,645.8335,593.779
0.1,20000,0.8,0.7,0.7,19,655.285,598.0096
0.1,20000,0.8,0.7,0.8,0,632.6253,598.3496
0.1,20000,0.8,0.7,0.8,1,637.4341,604.2169
0.1,20000,0.8,0.7,0.8,2,649.4244,612.8568
0.1,20000,0.8,0.7,0.8,3,660.5218,625.9367
0.1,20000,0.8,0.7,0.8,4,643.5512,611.9398
0.1,20000,0.8,0.7,0.8,5,636.6287,599.7783
0.1,20000,0.8,0.7,0.8,6,652.89,609.6881
0.1,20000,0.8,0.7,0.8,7,663.1308,633.7204
0.1,20000,0.8,0.7,0.8,8,634.5224,598.9254
0.1,20000,0.8,0.7,0.8,9,664.528,635.5895
0.1,20000,0.8,0.7,0.8,10,639.9818,606.5184
0.1,20000,0.8,0.7,0.8,11,635.9638,605.7621
0.1,20000,0.8,0.7,0.8,12,641.9939,606.8843
0.1,20000,0.8,0.7,0.8,13,643.344,606.5419
0.1,20000,0.8,0.7,0.8,14,656.2195,626.1928
0.1,20000,0.8,0.7,0.8,15,620.0342,583.4967
0.1,20000,0.8,0.7,0.8,16,655.3233,622.7617
0.1,20000,0.8,0.7,0.8,17,637.5966,598.8432
0.1,20000,0.8,0.7,0.8,18,657.3712,620.0727
0.1,20000,0.8,0.7,0.8,19,665.6415,628.1653
0.1,20000,0.8,0.7,0.9,0,642.6867,623.6697
0.1,20000,0.8,0.7,0.9,1,648.8439,629.6769
0.1,20000,0.8,0.7,0.9,2,659.8184,634.5627
0.1,20000,0.8,0.7,0.9,3,671.7275,647.0948
0.1,20000,0.8,0.7,0.9,4,655.7532,633.6249
0.1,20000,0.8,0.7,0.9,5,646.9683,622.9981
0.1,20000,0.8,0.7,0.9,6,662.9795,635.5496
0.1,20000,0.8,0.7,0.9,7,675.4323,657.5597
0.1,20000,0.8,0.7,0.9,8,645.0102,625.6679
0.1,20000,0.8,0.7,0.9,9,678.088,662.9685
0.1,20000,0.8,0.7,0.9,10,650.745,629.0733
0.1,20000,0.8,0.7,0.9,11,646.3726,631.8346
0.1,20000,0.8,0.7,0.9,12,653.7372,634.9366
0.1,20000,0.8,0.7,0.9,13,655.0051,627.0567
0.1,20000,0.8,0.7,0.9,14,668.1751,651.8139
0.1,20000,0.8,0.7,0.9,15,629.5021,609.0585
0.1,20000,0.8,0.7,0.9,16,667.5775,651.4341
0.1,20000,0.8,0.7,0.9,17,646.9787,619.9467
0.1,20000,0.8,0.7,0.9,18,669.7866,644.8674
0.1,20000,0.8,0.7,0.9,19,675.4609,649.2939
0.1,20000,0.8,0.7,1.0,0,652.6382,644.4224
0.1,20000,0.8,0.7,1.0,1,660.0012,650.8515
0.1,20000,0.8,0.7,1.0,2,671.3602,654.673
0.1,20000,0.8,0.7,1.0,3,682.6788,670.4475
0.1,20000,0.8,0.7,1.0,4,666.5435,654.903
0.1,20000,0.8,0.7,1.0,5,657.6391,647.8745
0.1,20000,0.8,0.7,1.0,6,672.7293,657.0141
0.1,20000,0.8,0.7,1.0,7,686.1133,678.1388
0.1,20000,0.8,0.7,1.0,8,655.571,648.7439
0.1,20000,0.8,0.7,1.0,9,690.2124,685.802
0.1,20000,0.8,0.7,1.0,10,661.6106,652.6521
0.1,20000,0.8,0.7,1.0,11,656.754,651.5536
0.1,20000,0.8,0.7,1.0,12,665.2605,658.4849
0.1,20000,0.8,0.7,1.0,13,666.537,650.9832
0.1,20000,0.8,0.7,1.0,14,679.0511,673.4501
0.1,20000,0.8,0.7,1.0,15,639.9091,629.8806
0.1,20000,0.8,0.7,1.0,16,678.6931,669.6641
0.1,20000,0.8,0.7,1.0,17,658.1365,643.9552
0.1,20000,0.8,0.7,1.0,18,679.7485,666.9575
0.1,20000,0.8,0.7,1.0,19,685.4097,669.7025
0.1,20000,0.8,0.8,0.5,0,623.6568,537.332
0.1,20000,0.8,0.8,0.5,1,618.9689,524.1538
0.1,20000,0.8,0.8,0.5,2,610.1244,505.7741
0.1,20000,0.8,0.8,0.5,3,608.6659,510.5717
0.1,20000,0.8,0.8,0.5,4,627.5722,538.4736
0.1,20000,0.8,0.8,0.5,5,618.8085,522.7835
0.1,20000,0.8,0.8,0.5,6,627.4727,537.3558
0.1,20000,0.8,0.8,0.5,7,626.2756,522.8443
0.1,20000,0.8,0.8,0.5,8,627.4744,544.092
0.1,20000,0.8,0.8,0.5,9,620.3835,523.1656
0.1,20000,0.8,0.8,0.5,10,623.3158,529.1148
