b_p,network,h_p,lambda,gamma,run_index,active_set,majority
0.01,upsjobs,0.8,1.0,0.1,2,676.734,343.497
0.01,upsjobs,0.8,1.0,0.1,3,676.046,343.952
0.01,upsjobs,0.8,1.0,0.1,4,678.707,345.588
0.01,upsjobs,0.8,1.0,0.1,5,676.59,343.987
0.01,upsjobs,0.8,1.0,0.1,6,678.095,346.874
0.01,upsjobs,0.8,1.0,0.1,7,676.794,345.009
0.01,upsjobs,0.8,1.0,0.1,8,677.16,344.924
0.01,upsjobs,0.8,1.0,0.1,9,677.523,344.989
0.01,upsjobs,0.8,1.0,0.2,0,689.955,365.471
0.01,upsjobs,0.8,1.0,0.2,1,690.709,368.02
0.01,upsjobs,0.8,1.0,0.2,2,691.275,369.262
0.01,upsjobs,0.8,1.0,0.2,3,691.124,368.785
0.01,upsjobs,0.8,1.0,0.2,4,690.922,366.261
0.01,upsjobs,0.8,1.0,0.2,5,688.547,363.958
0.01,upsjobs,0.8,1.0,0.2,6,692.084,369.291
0.01,upsjobs,0.8,1.0,0.2,7,692.318,369.964
0.01,upsjobs,0.8,1.0,0.2,8,691.444,369.827
0.01,upsjobs,0.8,1.0,0.2,9,690.886,368.971
0.01,upsjobs,0.8,1.0,0.3,0,705.894,399.898
0.01,upsjobs,0.8,1.0,0.3,1,704.859,397.886
0.01,upsjobs,0.8,1.0,0.3,2,705.847,400.25
0.01,upsjobs,0.8,1.0,0.3,3,705.316,397.498
0.01,upsjobs,0.8,1.0,0.3,4,708.226,405.18
0.01,upsjobs,0.8,1.0,0.3,5,706.801,401.165
0.01,upsjobs,0.8,1.0,0.3,6,708.301,402.915
0.01,upsjobs,0.8,1.0,0.3,7,705.821,399.953
0.01,upsjobs,0.8,1.0,0.3,8,707.204,400.461
0.01,upsjobs,0.8,1.0,0.3,9,705.164,397.08
0.01,upsjobs,0.8,1.0,0.4,0,717.717,427.832
0.01,upsjobs,0.8,1.0,0.4,1,715.926,424.145
0.01,upsjobs,0.8,1.0,0.4,2,716.444,426.635
0.01,upsjobs,0.8,1.0,0.4,3,714.842,423.422
0.01,upsjobs,0.8,1.0,0.4,4,715.192,425.542
0.01,upsjobs,0.8,1.0,0.4,5,716.264,425.157
0.01,upsjobs,0.8,1.0,0.4,6,716.893,425.414
0.01,upsjobs,0.8,1.0,0.4,7,717.41,429.208
0.01,upsjobs,0.8,1.0,0.4,8,716.58,426.727
0.01,upsjobs,0.8,1.0,0.4,9,716.98,428.175
0.01,upsjobs,0.8,1.0,0.5,0,723.415,452.492
0.01,upsjobs,0.8,1.0,0.5,1,724.206,452.96
0.01,upsjobs,0.8,1.0,0.5,2,723.484,452.614
0.01,upsjobs,0.8,1.0,0.5,3,723.525,453.351
0.01,upsjobs,0.8,1.0,0.5,4,723.976,452.26
0.01,upsjobs,0.8,1.0,0.5,5,723.805,451.984
0.01,upsjobs,0.8,1.0,0.5,6,723.902,452.601
0.01,upsjobs,0.8,1.0,0.5,7,723.686,451.496
0.01,upsjobs,0.8,1.0,0.5,8,722.795,448.95
0.01,upsjobs,0.8,1.0,0.5,9,724.604,453.084
0.01,upsjobs,0.8,1.0,0.6,0,727.256,474.57
0.01,upsjobs,0.8,1.0,0.6,1,726.58,474.564
0.01,upsjobs,0.8,1.0,0.6,2,726.277,477.531
0.01,upsjobs,0.8,1.0,0.6,3,727.328,477.081
0.01,upsjobs,0.8,1.0,0.6,4,727.13,475.284
0.01,upsjobs,0.8,1.0,0.6,5,727.851,473.593
0.01,upsjobs,0.8,1.0,0.6,6,725.723,473.344
0.01,upsjobs,0.8,1.0,0.6,7,726.804,476.571
0.01,upsjobs,0.8,1.0,0.6,8,724.824,472.958
0.01,upsjobs,0.8,1.0,0.6,9,726.183,473.599
0.01,upsjobs,0.8,1.0,0.7,0,728.902,496.947
0.01,upsjobs,0.8,1.0,0.7,1,729.882,500.256
0.01,upsjobs,0.8,1.0,0.7,2,729.218,499.506
0.01,upsjobs,0.8,1.0,0.7,3,728.882,500.553
0.01,upsjobs,0.8,1.0,0.7,4,728.296,499.068
0.01,upsjobs,0.8,1.0,0.7,5,728.936,499.329
0.01,upsjobs,0.8,1.0,0.7,6,727.471,499.489
0.01,upsjobs,0.8,1.0,0.7,7,727.857,497.346
0.01,upsjobs,0.8,1.0,0.7,8,728.225,500.077
0.01,upsjobs,0.8,1.0,0.7,9,728.274,499.966
0.01,upsjobs,0.8,1.0,0.8,0,723.812,524.274
0.01,upsjobs,0.8,1.0,0.8,1,725.934,523.663
0.01,upsjobs,0.8,1.0,0.8,2,724.72,524.294
0.01,upsjobs,0.8,1.0,0.8,3,723.93,523.414
0.01,upsjobs,0.8,1.0,0.8,4,724.164,525.398
0.01,upsjobs,0.8,1.0,0.8,5,726.795,524.228
0.01,upsjobs,0.8,1.0,0.8,6,724.877,523.423
0.01,upsjobs,0.8,1.0,0.8,7,725.081,524.879
0.01,upsjobs,0.8,1.0,0.8,8,725.666,523.241
0.01,upsjobs,0.8,1.0,0.8,9,726.157,525.302
0.01,upsjobs,0.8,1.0,0.9,0,715.416,545.791
0.01,upsjobs,0.8,1.0,0.9,1,715.68,545.91
0.01,upsjobs,0.8,1.0,0.9,2,715.829,545.822
0.01,upsjobs,0.8,1.0,0.9,3,716.374,546.181
0.01,upsjobs,0.8,1.0,0.9,4,714.051,544.993
0.01,upsjobs,0.8,1.0,0.9,5,715.933,544.911
0.01,upsjobs,0.8,1.0,0.9,6,716.255,545.008
0.01,upsjobs,0.8,1.0,0.9,7,715.17,547.387
0.01,upsjobs,0.8,1.0,0.9,8,715.479,546.09
0.01,upsjobs,0.8,1.0,0.9,9,715.307,546.631
0.01,bofa_careers,0.5,0.0,0.1,0,599.332,462.417
0.01,bofa_careers,0.5,0.0,0.1,1,599.145,464.125
0.01,bofa_careers,0.5,0.0,0.1,2,598.567,460.098
0.01,bofa_careers,0.5,0.0,0.1,3,599.663,462.704
0.01,bofa_careers,0.5,0.0,0.1,4,599.864,464.38
0.01,bofa_careers,0.5,0.0,0.1,5,598.716,463.079
0.01,bofa_careers,0.5,0.0,0.1,6,599.84,462.455
0.01,bofa_careers,0.5,0.0,0.1,7,600.049,464.078
0.01,bofa_careers,0.5,0.0,0.1,8,599.364,464.631
0.01,bofa_careers,0.5,0.0,0.1,9,598.108,462.124
0.01,bofa_careers,0.5,0.0,0.2,0,599.352,463.108
0.01,bofa_careers,0.5,0.0,0.2,1,599.968,463.106
0.01,bofa_careers,0.5,0.0,0.2,2,600.32,465.336
0.01,bofa_careers,0.5,0.0,0.2,3,599.633,462.866
0.01,bofa_careers,0.5,0.0,0.2,4,598.483,461.307
0.01,bofa_careers,0.5,0.0,0.2,5,598.982,463.203
0.01,bofa_careers,0.5,0.0,0.2,6,599.203,464.634
0.01,bofa_careers,0.5,0.0,0.2,7,599.254,463.876
0.01,bofa_careers,0.5,0.0,0.2,8,599.2,463.495
0.01,bofa_careers,0.5,0.0,0.2,9,600.669,465.183
0.01,bofa_careers,0.5,0.0,0.3,0,599.091,464.323
0.01,bofa_careers,0.5,0.0,0.3,1,599.531,462.931
0.01,bofa_careers,0.5,0.0,0.3,2,598.558,464.462
0.01,bofa_careers,0.5,0.0,0.3,3,598.953,463.651
0.01,bofa_careers,0.5,0.0,0.3,4,599.323,463.664
0.01,bofa_careers,0.5,0.0,0.3,5,598.387,462.343
0.01,bofa_careers,0.5,0.0,0.3,6,598.446,461.205
0.01,bofa_careers,0.5,0.0,0.3,7,598.784,463.356
0.01,bofa_careers,0.5,0.0,0.3,8,599.747,464.156
0.01,bofa_careers,0.5,0.0,0.3,9,598.38,463.634
0.01,bofa_careers,0.5,0.0,0.4,0,599.751,465.822
0.01,bofa_careers,0.5,0.0,0.4,1,599.91,462.999
0.01,bofa_careers,0.5,0.0,0.4,2,600.146,463.501
0.01,bofa_careers,0.5,0.0,0.4,3,599.534,463.866
0.01,bofa_careers,0.5,0.0,0.4,4,598.7,462.456
0.01,bofa_careers,0.5,0.0,0.4,5,598.913,460.7
0.01,bofa_careers,0.5,0.0,0.4,6,600.15,465.38
0.01,bofa_careers,0.5,0.0,0.4,7,599.519,463.613
0.01,bofa_careers,0.5,0.0,0.4,8,599.888,463.877
0.01,bofa_careers,0.5,0.0,0.4,9,600.187,464.117
0.01,bofa_careers,0.5,0.0,0.5,0,600.3,464.84
0.01,bofa_careers,0.5,0.0,0.5,1,600.09,465.782
0.01,bofa_careers,0.5,0.0,0.5,2,599.116,463.525
0.01,bofa_careers,0.5,0.0,0.5,3,598.9,463.073
0.01,bofa_careers,0.5,0.0,0.5,4,600.052,463.571
0.01,bofa_careers,0.5,0.0,0.5,5,599.519,463.677
0.01,bofa_careers,0.5,0.0,0.5,6,598.845,463.663
0.01,bofa_careers,0.5,0.0,0.5,7,599.6,465.807
0.01,bofa_careers,0.5,0.0,0.5,8,599.295,463.28
0.01,bofa_careers,0.5,0.0,0.5,9,600.096,463.077
0.01,bofa_careers,0.5,0.0,0.6,0,599.84,462.587
0.01,bofa_careers,0.5,0.0,0.6,1,599.319,463.686
0.01,bofa_careers,0.5,0.0,0.6,2,599.154,464.323
0.01,bofa_careers,0.5,0.0,0.6,3,599.237,464.314
0.01,bofa_careers,0.5,0.0,0.6,4,600.53,465.028
0.01,bofa_careers,0.5,0.0,0.6,5,600.607,462.36
0.01,bofa_careers,0.5,0.0,0.6,6,599.296,464.397
0.01,bofa_careers,0.5,0.0,0.6,7,599.714,464.7
0.01,bofa_careers,0.5,0.0,0.6,8,599.191,462.743
0.01,bofa_careers,0.5,0.0,0.6,9,599.289,461.12
0.01,bofa_careers,0.5,0.0,0.7,0,599.015,462.857
0.01,bofa_careers,0.5,0.0,0.7,1,599.138,464.05
0.01,bofa_careers,0.5,0.0,0.7,2,599.99,463.92
0.01,bofa_careers,0.5,0.0,0.7,3,598.384,463.489
0.01,bofa_careers,0.5,0.0,0.7,4,599.468,461.612
0.01,bofa_careers,0.5,0.0,0.7,5,598.993,463.762
0.01,bofa_careers,0.5,0.0,0.7,6,599.684,462.056
0.01,bofa_careers,0.5,0.0,0.7,7,599.716,463.147
0.01,bofa_careers,0.5,0.0,0.7,8,599.622,464.458
0.01,bofa_careers,0.5,0.0,0.7,9,599.473,460.766
0.01,bofa_careers,0.5,0.0,0.8,0,600.754,463.961
0.01,bofa_careers,0.5,0.0,0.8,1,599.041,463.121
0.01,bofa_careers,0.5,0.0,0.8,2,599.401,463.524
0.01,bofa_careers,0.5,0.0,0.8,3,598.663,463.291
0.01,bofa_careers,0.5,0.0,0.8,4,599.478,463.741
0.01,bofa_careers,0.5,0.0,0.8,5,599.433,464.251
0.01,bofa_careers,0.5,0.0,0.8,6,599.105,460.77
0.01,bofa_careers,0.5,0.0,0.8,7,599.297,462.127
0.01,bofa_careers,0.5,0.0,0.8,8,598.699,462.968
0.01,bofa_careers,0.5,0.0,0.8,9,599.653,463.336
0.01,bofa_careers,0.5,0.0,0.9,0,599.63,462.019
0.01,bofa_careers,0.5,0.0,0.9,1,599.87,465.484
0.01,bofa_careers,0.5,0.0,0.9,2,599.865,460.464
0.01,bofa_careers,0.5,0.0,0.9,3,599.372,463.664
0.01,bofa_careers,0.5,0.0,0.9,4,599.595,466.039
0.01,bofa_careers,0.5,0.0,0.9,5,598.486,462.359
0.01,bofa_careers,0.5,0.0,0.9,6,599.639,464.078
0.01,bofa_careers,0.5,0.0,0.9,7,599.296,465.503
0.01,bofa_careers,0.5,0.0,0.9,8,598.247,461.882
0.01,bofa_careers,0.5,0.0,0.9,9,599.085,463.743
0.01,bofa_careers,0.5,0.2,0.1,0,577.24,358.188
0.01,bofa_careers,0.5,0.2,0.1,1,576.809,358.205
0.01,bofa_careers,0.5,0.2,0.1,2,576.535,356.926
0.01,bofa_careers,0.5,0.2,0.1,3,576.739,357.047
0.01,bofa_careers,0.5,0.2,0.1,4,575.456,354.026
0.01,bofa_careers,0.5,0.2,0.1,5,576.617,357.094
0.01,bofa_careers,0.5,0.2,0.1,6,576.704,355.045
0.01,bofa_careers,0.5,0.2,0.1,7,576.803,355.934
0.01,bofa_careers,0.5,0.2,0.1,8,577.351,356.558
0.01,bofa_careers,0.5,0.2,0.1,9,575.686,355.79
0.01,bofa_careers,0.5,0.2,0.2,0,582.07,371.162
0.01,bofa_careers,0.5,0.2,0.2,1,582.305,373.062
0.01,bofa_careers,0.5,0.2,0.2,2,582.339,373.43
0.01,bofa_careers,0.5,0.2,0.2,3,583.036,373.63
0.01,bofa_careers,0.5,0.2,0.2,4,583.298,373.648
0.01,bofa_careers,0.5,0.2,0.2,5,582.368,372.567
0.01,bofa_careers,0.5,0.2,0.2,6,583.078,371.943
0.01,bofa_careers,0.5,0.2,0.2,7,583.117,374.822
0.01,bofa_careers,0.5,0.2,0.2,8,582.634,375.065
0.01,bofa_careers,0.5,0.2,0.2,9,582.499,371.104
0.01,bofa_careers,0.5,0.2,0.3,0,588.717,393.983
0.01,bofa_careers,0.5,0.2,0.3,1,589.325,394.356
0.01,bofa_careers,0.5,0.2,0.3,2,589.698,396.984
0.01,bofa_careers,0.5,0.2,0.3,3,589.836,396.264
0.01,bofa_careers,0.5,0.2,0.3,4,588.874,394.981
0.01,bofa_careers,0.5,0.2,0.3,5,588.866,394.443
0.01,bofa_careers,0.5,0.2,0.3,6,589.75,394.134
0.01,bofa_careers,0.5,0.2,0.3,7,588.564,394.506
0.01,bofa_careers,0.5,0.2,0.3,8,588.675,392.483
0.01,bofa_careers,0.5,0.2,0.3,9,587.648,394.502
0.01,bofa_careers,0.5,0.2,0.4,0,593.115,410.934
0.01,bofa_careers,0.5,0.2,0.4,1,592.696,408.988
0.01,bofa_careers,0.5,0.2,0.4,2,593.594,410.755
0.01,bofa_careers,0.5,0.2,0.4,3,592.301,410.209
0.01,bofa_careers,0.5,0.2,0.4,4,592.977,410.166
0.01,bofa_careers,0.5,0.2,0.4,5,591.506,406.949
0.01,bofa_careers,0.5,0.2,0.4,6,592.278,409.842
0.01,bofa_careers,0.5,0.2,0.4,7,593.391,412.005
0.01,bofa_careers,0.5,0.2,0.4,8,593.037,409.161
0.01,bofa_careers,0.5,0.2,0.4,9,593.315,411.515
0.01,bofa_careers,0.5,0.2,0.5,0,595.502,424.44
0.01,bofa_careers,0.5,0.2,0.5,1,595.718,426.582
0.01,bofa_careers,0.5,0.2,0.5,2,596.42,429.155
0.01,bofa_careers,0.5,0.2,0.5,3,595.522,425.633
0.01,bofa_careers,0.5,0.2,0.5,4,596.254,424.171
0.01,bofa_careers,0.5,0.2,0.5,5,594.935,424.407
0.01,bofa_careers,0.5,0.2,0.5,6,595.681,427.446
0.01,bofa_careers,0.5,0.2,0.5,7,596.675,427.985
0.01,bofa_careers,0.5,0.2,0.5,8,595.97,427.811
0.01,bofa_careers,0.5,0.2,0.5,9,595.087,425.985
0.01,bofa_careers,0.5,0.2,0.6,0,597.277,437.411
0.01,bofa_careers,0.5,0.2,0.6,1,597.736,439.424
0.01,bofa_careers,0.5,0.2,0.6,2,597.619,438.819
0.01,bofa_careers,0.5,0.2,0.6,3,598.567,438.818
0.01,bofa_careers,0.5,0.2,0.6,4,599.347,440.629
0.01,bofa_careers,0.5,0.2,0.6,5,598.569,440.234
0.01,bofa_careers,0.5,0.2,0.6,6,597.821,436.632
0.01,bofa_careers,0.5,0.2,0.6,7,599.521,440.205
0.01,bofa_careers,0.5,0.2,0.6,8,598.61,440.812
0.01,bofa_careers,0.5,0.2,0.6,9,598.281,438.676
0.01,bofa_careers,0.5,0.2,0.7,0,598.26,453.419
0.01,bofa_careers,0.5,0.2,0.7,1,599.394,455.057
0.01,bofa_careers,0.5,0.2,0.7,2,599.768,454.102
0.01,bofa_careers,0.5,0.2,0.7,3,598.835,453.905
0.01,bofa_careers,0.5,0.2,0.7,4,598.73,455.445
0.01,bofa_careers,0.5,0.2,0.7,5,599.898,453.412
0.01,bofa_careers,0.5,0.2,0.7,6,598.226,456.09
0.01,bofa_careers,0.5,0.2,0.7,7,598.064,452.329
0.01,bofa_careers,0.5,0.2,0.7,8,599.953,455.314
0.01,bofa_careers,0.5,0.2,0.7,9,599.86,453.35
0.01,bofa_careers,0.5,0.2,0.8,0,598.594,466.431
0.01,bofa_careers,0.5,0.2,0.8,1,598.151,466.032
0.01,bofa_careers,0.5,0.2,0.8,2,599.594,466.666
0.01,bofa_careers,0.5,0.2,0.8,3,599.66,467.05
0.01,bofa_careers,0.5,0.2,0.8,4,599.186,467.078
0.01,bofa_careers,0.5,0.2,0.8,5,598.435,466.527
0.01,bofa_careers,0.5,0.2,0.8,6,598.818,465.842
0.01,bofa_careers,0.5,0.2,0.8,7,600.094,466.963
0.01,bofa_careers,0.5,0.2,0.8,8,599.294,468.045
0.01,bofa_careers,0.5,0.2,0.8,9,600.381,466.54
0.01,bofa_careers,0.5,0.2,0.9,0,599.14,477.751
0.01,bofa_careers,0.5,0.2,0.9,1,597.45,476.091
0.01,bofa_careers,0.5,0.2,0.9,2,598.127,478.085
0.01,bofa_careers,0.5,0.2,0.9,3,599.424,479.486
0.01,bofa_careers,0.5,0.2,0.9,4,598.227,477.834
0.01,bofa_careers,0.5,0.2,0.9,5,598.043,476.252
0.01,bofa_careers,0.5,0.2,0.9,6,599.277,478.995
0.01,bofa_careers,0.5,0.2,0.9,7,598.766,478.217
0.01,bofa_careers,0.5,0.2,0.9,8,599.323,477.309
0.01,bofa_careers,0.5,0.2,0.9,9,598.654,476.565
0.01,bofa_careers,0.5,0.5,0.1,0,561.35,326.933
0.01,bofa_careers,0.5,0.5,0.1,1,562.469,327.927
0.01,bofa_careers,0.5,0.5,0.1,2,560.32,325.243
0.01,bofa_careers,0.5,0.5,0.1,3,562.475,328.325
0.01,bofa_careers,0.5,0.5,0.1,4,561.976,326.934
0.01,bofa_careers,0.5,0.5,0.1,5,561.976,327.733
0.01,bofa_careers,0.5,0.5,0.1,6,561.866,327.752
0.01,bofa_careers,0.5,0.5,0.1,7,561.365,327.249
0.01,bofa_careers,0.5,0.5,0.1,8,561.808,327.281
0.01,bofa_careers,0.5,0.5,0.1,9,560.965,326.217
0.01,bofa_careers,0.5,0.5,0.2,0,571.331,343.913
0.01,bofa_careers,0.5,0.5,0.2,1,570.853,344.752
0.01,bofa_careers,0.5,0.5,0.2,2,571.306,344.823
0.01,bofa_careers,0.5,0.5,0.2,3,572.415,346.157
0.01,bofa_careers,0.5,0.5,0.2,4,570.488,345.075
0.01,bofa_careers,0.5,0.5,0.2,5,571.376,345.881
0.01,bofa_careers,0.5,0.5,0.2,6,570.924,345.361
0.01,bofa_careers,0.5,0.5,0.2,7,570.353,344.048
0.01,bofa_careers,0.5,0.5,0.2,8,570.444,344.623
0.01,bofa_careers,0.5,0.5,0.2,9,572.282,346.167
0.01,bofa_careers,0.5,0.5,0.3,0,577.572,359.154
0.01,bofa_careers,0.5,0.5,0.3,1,579.17,362.266
0.01,bofa_careers,0.5,0.5,0.3,2,577.931,360.123
0.01,bofa_careers,0.5,0.5,0.3,3,577.762,360.259
0.01,bofa_careers,0.5,0.5,0.3,4,578.689,362.726
0.01,bofa_careers,0.5,0.5,0.3,5,578.789,361.304
0.01,bofa_careers,0.5,0.5,0.3,6,578.637,361.958
0.01,bofa_careers,0.5,0.5,0.3,7,579.55,363.099
0.01,bofa_careers,0.5,0.5,0.3,8,579.044,361.279
0.01,bofa_careers,0.5,0.5,0.3,9,578.25,360.943
0.01,bofa_careers,0.5,0.5,0.4,0,584.113,378.272
0.01,bofa_careers,0.5,0.5,0.4,1,584.963,378.701
0.01,bofa_careers,0.5,0.5,0.4,2,585.452,379.449
0.01,bofa_careers,0.5,0.5,0.4,3,584.174,379.488
0.01,bofa_careers,0.5,0.5,0.4,4,585.54,381.771
0.01,bofa_careers,0.5,0.5,0.4,5,585.25,379.786
0.01,bofa_careers,0.5,0.5,0.4,6,585.616,381.325
0.01,bofa_careers,0.5,0.5,0.4,7,583.973,378.057
0.01,bofa_careers,0.5,0.5,0.4,8,585.789,381.647
0.01,bofa_careers,0.5,0.5,0.4,9,585.695,380.756
0.01,bofa_careers,0.5,0.5,0.5,0,591.902,404.498
0.01,bofa_careers,0.5,0.5,0.5,1,590.568,402.14
0.01,bofa_careers,0.5,0.5,0.5,2,590.173,401.449
0.01,bofa_careers,0.5,0.5,0.5,3,591.0,403.069
0.01,bofa_careers,0.5,0.5,0.5,4,592.671,405.031
0.01,bofa_careers,0.5,0.5,0.5,5,591.847,403.752
0.01,bofa_careers,0.5,0.5,0.5,6,591.851,404.693
0.01,bofa_careers,0.5,0.5,0.5,7,591.219,404.71
0.01,bofa_careers,0.5,0.5,0.5,8,592.007,404.424
0.01,bofa_careers,0.5,0.5,0.5,9,591.229,403.37
0.01,bofa_careers,0.5,0.5,0.6,0,595.319,426.298
0.01,bofa_careers,0.5,0.5,0.6,1,596.328,425.658
0.01,bofa_careers,0.5,0.5,0.6,2,596.104,426.921
0.01,bofa_careers,0.5,0.5,0.6,3,596.312,426.552
0.01,bofa_careers,0.5,0.5,0.6,4,596.486,424.64
0.01,bofa_careers,0.5,0.5,0.6,5,597.063,427.714
0.01,bofa_careers,0.5,0.5,0.6,6,596.635,426.977
0.01,bofa_careers,0.5,0.5,0.6,7,596.15,423.746
0.01,bofa_careers,0.5,0.5,0.6,8,596.245,426.714
0.01,bofa_careers,0.5,0.5,0.6,9,596.598,425.927
0.01,bofa_careers,0.5,0.5,0.7,0,598.512,447.261
0.01,bofa_careers,0.5,0.5,0.7,1,599.636,448.437
0.01,bofa_careers,0.5,0.5,0.7,2,598.416,447.987
0.01,bofa_careers,0.5,0.5,0.7,3,598.399,447.846
0.01,bofa_careers,0.5,0.5,0.7,4,597.521,446.896
0.01,bofa_careers,0.5,0.5,0.7,5,597.934,445.529
0.01,bofa_careers,0.5,0.5,0.7,6,598.433,447.912
0.01,bofa_careers,0.5,0.5,0.7,7,598.532,448.836
0.01,bofa_careers,0.5,0.5,0.7,8,598.814,448.467
0.01,bofa_careers,0.5,0.5,0.7,9,598.804,447.412
0.01,bofa_careers,0.5,0.5,0.8,0,599.012,467.799
0.01,bofa_careers,0.5,0.5,0.8,1,600.035,467.489
0.01,bofa_careers,0.5,0.5,0.8,2,598.653,468.385
0.01,bofa_careers,0.5,0.5,0.8,3,599.552,468.327
0.01,bofa_careers,0.5,0.5,0.8,4,600.513,469.905
0.01,bofa_careers,0.5,0.5,0.8,5,599.342,469.052
0.01,bofa_careers,0.5,0.5,0.8,6,599.772,469.55
0.01,bofa_careers,0.5,0.5,0.8,7,598.935,468.082
0.01,bofa_careers,0.5,0.5,0.8,8,598.352,467.238
0.01,bofa_careers,0.5,0.5,0.8,9,598.21,465.84
0.01,bofa_careers,0.5,0.5,0.9,0,597.268,482.362
0.01,bofa_careers,0.5,0.5,0.9,1,598.199,482.283
0.01,bofa_careers,0.5,0.5,0.9,2,597.937,482.064
0.01,bofa_careers,0.5,0.5,0.9,3,597.281,482.544
0.01,bofa_careers,0.5,0.5,0.9,4,597.338,482.281
0.01,bofa_careers,0.5,0.5,0.9,5,597.405,480.845
0.01,bofa_careers,0.5,0.5,0.9,6,598.245,483.162
0.01,bofa_careers,0.5,0.5,0.9,7,598.14,481.89
0.01,bofa_careers,0.5,0.5,0.9,8,597.866,481.935
0.01,bofa_careers,0.5,0.5,0.9,9,598.394,483.309
0.01,bofa_careers,0.5,0.8,0.1,0,551.696,311.218
0.01,bofa_careers,0.5,0.8,0.1,1,548.981,307.786
0.01,bofa_careers,0.5,0.8,0.1,2,549.553,308.512
0.01,bofa_careers,0.5,0.8,0.1,3,549.351,308.743
0.01,bofa_careers,0.5,0.8,0.1,4,549.449,308.842
0.01,bofa_careers,0.5,0.8,0.1,5,551.6,311.026
0.01,bofa_careers,0.5,0.8,0.1,6,552.445,312.683
0.01,bofa_careers,0.5,0.8,0.1,7,548.588,307.0
0.01,bofa_careers,0.5,0.8,0.1,8,550.91,310.149
0.01,bofa_careers,0.5,0.8,0.1,9,552.751,312.971
0.01,bofa_careers,0.5,0.8,0.2,0,565.6,334.211
0.01,bofa_careers,0.5,0.8,0.2,1,566.107,334.227
0.01,bofa_careers,0.5,0.8,0.2,2,565.297,333.944
0.01,bofa_careers,0.5,0.8,0.2,3,564.785,332.876
0.01,bofa_careers,0.5,0.8,0.2,4,564.405,333.2
0.01,bofa_careers,0.5,0.8,0.2,5,564.917,333.414
0.01,bofa_careers,0.5,0.8,0.2,6,564.464,332.276
0.01,bofa_careers,0.5,0.8,0.2,7,564.695,333.792
0.01,bofa_careers,0.5,0.8,0.2,8,565.393,333.908
0.01,bofa_careers,0.5,0.8,0.2,9,565.007,333.758
0.01,bofa_careers,0.5,0.8,0.3,0,573.609,350.815
0.01,bofa_careers,0.5,0.8,0.3,1,575.715,352.645
0.01,bofa_careers,0.5,0.8,0.3,2,574.817,352.494
0.01,bofa_careers,0.5,0.8,0.3,3,572.762,348.621
0.01,bofa_careers,0.5,0.8,0.3,4,573.819,351.662
0.01,bofa_careers,0.5,0.8,0.3,5,572.911,349.547
0.01,bofa_careers,0.5,0.8,0.3,6,575.125,352.425
0.01,bofa_careers,0.5,0.8,0.3,7,574.371,351.558
0.01,bofa_careers,0.5,0.8,0.3,8,574.116,351.299
0.01,bofa_careers,0.5,0.8,0.3,9,575.028,352.298
0.01,bofa_careers,0.5,0.8,0.4,0,581.618,370.447
0.01,bofa_careers,0.5,0.8,0.4,1,580.489,368.406
0.01,bofa_careers,0.5,0.8,0.4,2,581.073,368.529
0.01,bofa_careers,0.5,0.8,0.4,3,580.071,368.437
0.01,bofa_careers,0.5,0.8,0.4,4,582.136,369.38
0.01,bofa_careers,0.5,0.8,0.4,5,580.437,367.632
0.01,bofa_careers,0.5,0.8,0.4,6,581.119,369.047
0.01,bofa_careers,0.5,0.8,0.4,7,580.159,366.985
0.01,bofa_careers,0.5,0.8,0.4,8,580.661,367.877
0.01,bofa_careers,0.5,0.8,0.4,9,582.907,370.645
0.01,bofa_careers,0.5,0.8,0.5,0,589.855,394.703
0.01,bofa_careers,0.5,0.8,0.5,1,589.271,394.243
0.01,bofa_careers,0.5,0.8,0.5,2,589.862,395.53
0.01,bofa_careers,0.5,0.8,0.5,3,588.86,391.788
0.01,bofa_careers,0.5,0.8,0.5,4,589.649,394.775
0.01,bofa_careers,0.5,0.8,0.5,5,588.295,393.334
0.01,bofa_careers,0.5,0.8,0.5,6,587.805,392.046
0.01,bofa_careers,0.5,0.8,0.5,7,589.456,394.149
0.01,bofa_careers,0.5,0.8,0.5,8,588.758,392.921
0.01,bofa_careers,0.5,0.8,0.5,9,588.633,393.16
0.01,bofa_careers,0.5,0.8,0.6,0,595.857,419.859
0.01,bofa_careers,0.5,0.8,0.6,1,594.56,418.421
0.01,bofa_careers,0.5,0.8,0.6,2,594.859,420.02
0.01,bofa_careers,0.5,0.8,0.6,3,594.912,420.428
0.01,bofa_careers,0.5,0.8,0.6,4,594.659,418.725
0.01,bofa_careers,0.5,0.8,0.6,5,595.596,420.039
0.01,bofa_careers,0.5,0.8,0.6,6,594.839,417.987
0.01,bofa_careers,0.5,0.8,0.6,7,594.566,418.286
0.01,bofa_careers,0.5,0.8,0.6,8,595.337,419.44
0.01,bofa_careers,0.5,0.8,0.6,9,595.656,419.967
0.01,bofa_careers,0.5,0.8,0.7,0,599.235,443.771
0.01,bofa_careers,0.5,0.8,0.7,1,598.479,443.962
0.01,bofa_careers,0.5,0.8,0.7,2,598.436,443.371
0.01,bofa_careers,0.5,0.8,0.7,3,598.699,444.542
0.01,bofa_careers,0.5,0.8,0.7,4,597.064,443.843
0.01,bofa_careers,0.5,0.8,0.7,5,599.45,444.988
0.01,bofa_careers,0.5,0.8,0.7,6,598.062,444.095
0.01,bofa_careers,0.5,0.8,0.7,7,598.418,445.46
